lapse,loc,scale,thresh,dotmode,dur,di,subj,bi
0.045922955252698475,1.7033675956282521,0.4016531638702311,1.7848884572591468,2d,0.03333333333333333,1,ALL,0
0.04365755022800165,1.4560860428907434,0.2575950044380448,1.5055246425768192,2d,0.03333333333333333,1,ALL,1
0.04391188825708319,1.5877303914078464,0.34393024807033407,1.6541629654097898,2d,0.03333333333333333,1,ALL,2
0.043265102720539766,1.2297123447691005,0.23786181096708242,1.2749117106814731,2d,0.03333333333333333,1,ALL,3
0.04384501984594427,1.4316136030495745,0.3497723389594046,1.4990611479365379,2d,0.03333333333333333,1,ALL,4
0.04395330853770556,1.9311475425664617,0.5862049913422733,2.044495035969034,2d,0.03333333333333333,1,ALL,5
0.049778648138716554,1.2299055431117232,0.025981081311496287,1.2356743149596137,2d,0.03333333333333333,1,ALL,6
0.044262665914670825,2.6207715535301768,0.8080263794404241,2.7782240909090916,2d,0.03333333333333333,1,ALL,7
0.0451772361906996,3.2608515788598806,1.1540016448450507,3.490862431601791,2d,0.03333333333333333,1,ALL,8
0.04308837070584716,2.0414492359116023,0.3573045887993078,2.1090402331807923,2d,0.03333333333333333,1,ALL,9
0.04350416368830233,1.120449435234283,0.06201432893241918,1.132305376115009,2d,0.03333333333333333,1,ALL,10
0.058428064662203724,1.1089984174149037,0.06619631580694996,1.1266197137289973,2d,0.03333333333333333,1,ALL,11
0.04403237228125829,2.1250297377627723,0.6409199307777307,2.2492027882947485,2d,0.03333333333333333,1,ALL,12
0.04408065265419439,1.5730151322648158,0.3989775790430768,1.6504073441759215,2d,0.03333333333333333,1,ALL,13
0.05109093535832764,1.177330821052254,0.10661783342399195,1.2017050607758304,2d,0.03333333333333333,1,ALL,14
0.04395463435189126,1.3531827224574229,0.2912379549033436,1.4094978190526486,2d,0.03333333333333333,1,ALL,15
0.0435643792619868,1.154591163744422,0.13089276426069113,1.1796535047334171,2d,0.03333333333333333,1,ALL,16
0.04386896225194276,2.0160337688356273,0.4765324542364569,2.1079801558329434,2d,0.03333333333333333,1,ALL,17
0.04472313661889755,3.0019831623880266,1.045647710037756,3.2080816820552096,2d,0.03333333333333333,1,ALL,18
0.05849957827358574,1.0821936602171276,0.0537446315489381,1.0965204153964367,2d,0.03333333333333333,1,ALL,19
0.06283523466387031,1.055103362836274,0.1487683753723714,1.0981675811298104,2d,0.03333333333333333,1,ALL,20
0.04374148285223514,2.151797274394646,0.3463973736300202,2.218420088493046,2d,0.03333333333333333,1,ALL,21
0.04366336759303075,1.2996349135421448,0.2952513990472187,1.3563089938311645,2d,0.03333333333333333,1,ALL,22
0.0442257123288088,2.605944247108124,0.6605832025293142,2.7345472724437117,2d,0.03333333333333333,1,ALL,23
0.04508251534102183,3.0215728716824546,1.1200921281736445,3.2443071493418096,2d,0.03333333333333333,1,ALL,24
0.04370707039053742,1.7995672609433018,0.46141366656651506,1.8882342509841337,2d,0.03333333333333333,1,ALL,25
0.04535574170116257,3.8136104547385683,1.2001926208040778,4.053874340888003,2d,0.03333333333333333,1,ALL,26
0.04376622238547244,1.4230908277740983,0.3411887426733214,1.4887527888636123,2d,0.03333333333333333,1,ALL,27
0.04384933919138785,2.331796553142154,0.41268799375037873,2.4113849403851026,2d,0.03333333333333333,1,ALL,28
0.048680442207811446,1.4567005948831597,0.39684582806497176,1.5426444769648844,2d,0.03333333333333333,1,ALL,29
0.04376059653948832,1.1547951715423275,0.12213239611000917,1.1782962867125726,2d,0.03333333333333333,1,ALL,30
0.04379827741676698,1.2500738960974234,0.2709082244477117,1.3022524435084717,2d,0.03333333333333333,1,ALL,31
0.04355170301567001,1.1302376687271125,0.11897193144288906,1.1530101949376055,2d,0.03333333333333333,1,ALL,32
0.044588325613907694,1.3724850716430597,0.45660832499621934,1.462183395721006,2d,0.03333333333333333,1,ALL,33
0.042018479195640106,1.4561881150019218,0.4877865851546284,1.5459465461612023,2d,0.03333333333333333,1,ALL,34
0.04377493370935479,1.2606650632101448,0.18195263295795627,1.2956896332974939,2d,0.03333333333333333,1,ALL,35
0.04360135891362444,1.3213525918651041,0.19288739591736975,1.358319744482295,2d,0.03333333333333333,1,ALL,36
0.04402397663605265,1.5228447595877195,0.3421991721749864,1.5891291318375886,2d,0.03333333333333333,1,ALL,37
0.07046388108702369,1.0009502329400628,0.0012279579337992966,1.0013567907916183,2d,0.03333333333333333,1,ALL,38
0.04537044768677568,1.2305347042913484,0.08536988279381186,1.2476308458866512,2d,0.03333333333333333,1,ALL,39
0.04411380688525896,1.6472992298052571,0.38354453077394984,1.721759553350914,2d,0.03333333333333333,1,ALL,40
0.04408708000516931,1.2076878148905368,0.3346641918237862,1.2726151971332027,2d,0.03333333333333333,1,ALL,41
0.04400307658523137,1.2860957572126799,0.375556782090435,1.3588034315734638,2d,0.03333333333333333,1,ALL,42
0.044505564219889666,2.678906132687966,0.9332817465156849,2.8618685162428728,2d,0.03333333333333333,1,ALL,43
0.04357626773293802,1.3032183509424362,0.20717608845687113,1.3428987683013414,2d,0.03333333333333333,1,ALL,44
0.04943013187076147,1.1743310338838522,0.4016770029911777,1.2628197796665537,2d,0.03333333333333333,1,ALL,45
0.04481969771529827,3.6334201728296884,0.9611286579374618,3.8233120936724942,2d,0.03333333333333333,1,ALL,46
0.04354833308828849,1.1700874286805203,0.12483681354499387,1.1939805196001507,2d,0.03333333333333333,1,ALL,47
0.04405898796102227,1.7483942155238905,0.5129831757592056,1.847846848303314,2d,0.03333333333333333,1,ALL,48
