di,dotmode,y,x,dur,subj,ntrials
1,3d,0.3333333333333333,0.0,0.03333333333333333,ALL,30.0
1,3d,0.3333333333333333,0.015,0.03333333333333333,ALL,30.0
1,3d,0.5267605633802817,0.03,0.03333333333333333,ALL,710.0
1,3d,0.5098591549295775,0.06,0.03333333333333333,ALL,710.0
1,3d,0.5284090909090909,0.12,0.03333333333333333,ALL,704.0
1,3d,0.49393939393939396,0.25,0.03333333333333333,ALL,660.0
1,3d,0.5575757575757576,0.5,0.03333333333333333,ALL,660.0
1,3d,0.569078947368421,1.0,0.03333333333333333,ALL,608.0
2,3d,0.5,0.0,0.06666666666666667,ALL,66.0
2,3d,0.6190476190476191,0.015,0.06666666666666667,ALL,21.0
2,3d,0.52,0.03,0.06666666666666667,ALL,600.0
2,3d,0.5261324041811847,0.06,0.06666666666666667,ALL,574.0
2,3d,0.5396551724137931,0.12,0.06666666666666667,ALL,580.0
2,3d,0.5758064516129032,0.25,0.06666666666666667,ALL,620.0
2,3d,0.6764705882352942,0.5,0.06666666666666667,ALL,612.0
2,3d,0.7241379310344828,1.0,0.06666666666666667,ALL,464.0
3,3d,0.5729166666666666,0.0,0.1,ALL,96.0
3,3d,0.42857142857142855,0.015,0.1,ALL,21.0
3,3d,0.5063291139240507,0.03,0.1,ALL,632.0
3,3d,0.5489296636085627,0.06,0.1,ALL,654.0
3,3d,0.5996932515337423,0.12,0.1,ALL,652.0
3,3d,0.6639344262295082,0.25,0.1,ALL,610.0
3,3d,0.7902621722846442,0.5,0.1,ALL,534.0
3,3d,0.8739837398373984,1.0,0.1,ALL,492.0
4,3d,0.4807692307692308,0.0,0.15,ALL,104.0
4,3d,0.375,0.015,0.15,ALL,24.0
4,3d,0.5332326283987915,0.03,0.15,ALL,662.0
4,3d,0.6094224924012158,0.06,0.15,ALL,658.0
4,3d,0.6423135464231354,0.12,0.15,ALL,657.0
4,3d,0.7463126843657817,0.25,0.15,ALL,678.0
4,3d,0.8551136363636364,0.5,0.15,ALL,704.0
4,3d,0.9272388059701493,1.0,0.15,ALL,536.0
5,3d,0.49,0.0,0.23333333333333334,ALL,100.0
5,3d,0.5714285714285714,0.015,0.23333333333333334,ALL,28.0
5,3d,0.5459610027855153,0.03,0.23333333333333334,ALL,718.0
5,3d,0.6338235294117647,0.06,0.23333333333333334,ALL,680.0
5,3d,0.687218045112782,0.12,0.23333333333333334,ALL,665.0
5,3d,0.8364485981308412,0.25,0.23333333333333334,ALL,642.0
5,3d,0.9042857142857142,0.5,0.23333333333333334,ALL,700.0
5,3d,0.962171052631579,1.0,0.23333333333333334,ALL,608.0
6,3d,0.5673076923076923,0.0,0.36666666666666664,ALL,104.0
6,3d,0.4166666666666667,0.015,0.36666666666666664,ALL,24.0
6,3d,0.5256410256410257,0.03,0.36666666666666664,ALL,702.0
6,3d,0.6036036036036037,0.06,0.36666666666666664,ALL,666.0
6,3d,0.695583596214511,0.12,0.36666666666666664,ALL,634.0
6,3d,0.8338235294117647,0.25,0.36666666666666664,ALL,680.0
6,3d,0.9544117647058824,0.5,0.36666666666666664,ALL,680.0
6,3d,0.9710144927536232,1.0,0.36666666666666664,ALL,552.0
7,3d,0.4732142857142857,0.0,0.5666666666666667,ALL,112.0
7,3d,0.53125,0.015,0.5666666666666667,ALL,32.0
7,3d,0.5710227272727273,0.03,0.5666666666666667,ALL,704.0
7,3d,0.6480519480519481,0.06,0.5666666666666667,ALL,770.0
7,3d,0.7109471094710947,0.12,0.5666666666666667,ALL,813.0
7,3d,0.851145038167939,0.25,0.5666666666666667,ALL,786.0
7,3d,0.94750656167979,0.5,0.5666666666666667,ALL,762.0
7,3d,0.9855072463768116,1.0,0.5666666666666667,ALL,552.0
8,3d,0.6018518518518519,0.0,0.9166666666666666,ALL,108.0
8,3d,0.6111111111111112,0.015,0.9166666666666666,ALL,18.0
8,3d,0.5934782608695652,0.03,0.9166666666666666,ALL,460.0
8,3d,0.6239316239316239,0.06,0.9166666666666666,ALL,468.0
8,3d,0.7346072186836518,0.12,0.9166666666666666,ALL,471.0
8,3d,0.8714285714285714,0.25,0.9166666666666666,ALL,490.0
8,3d,0.953125,0.5,0.9166666666666666,ALL,512.0
8,3d,0.9933628318584071,1.0,0.9166666666666666,ALL,452.0
9,3d,0.6428571428571429,0.015,1.4666666666666666,ALL,14.0
9,3d,0.4411764705882353,0.03,1.4666666666666666,ALL,68.0
9,3d,0.6666666666666666,0.06,1.4666666666666666,ALL,60.0
9,3d,0.671875,0.12,1.4666666666666666,ALL,64.0
9,3d,0.9054054054054054,0.25,1.4666666666666666,ALL,74.0
9,3d,0.9473684210526315,0.5,1.4666666666666666,ALL,76.0
9,3d,1.0,1.0,1.4666666666666666,ALL,48.0
10,3d,0.625,0.015,2.35,ALL,16.0
10,3d,0.5833333333333334,0.03,2.35,ALL,84.0
10,3d,0.58,0.06,2.35,ALL,100.0
10,3d,0.73,0.12,2.35,ALL,100.0
10,3d,0.88,0.25,2.35,ALL,100.0
10,3d,0.97,0.5,2.35,ALL,100.0
10,3d,0.95,1.0,2.35,ALL,80.0
11,3d,0.625,0.015,3.7333333333333334,ALL,32.0
11,3d,0.61875,0.03,3.7333333333333334,ALL,160.0
11,3d,0.6,0.06,3.7333333333333334,ALL,160.0
11,3d,0.71875,0.12,3.7333333333333334,ALL,160.0
11,3d,0.8625,0.25,3.7333333333333334,ALL,160.0
11,3d,0.94375,0.5,3.7333333333333334,ALL,160.0
11,3d,0.984375,1.0,3.7333333333333334,ALL,128.0
