di,dotmode,y,x,dur,subj,ntrials
1,3d,0.3333333333333333,0.0,0.03333333333333333,ALL,30.0
1,3d,0.3333333333333333,0.015,0.03333333333333333,ALL,30.0
1,3d,0.5267605633802817,0.03,0.03333333333333333,ALL,710.0
1,3d,0.5098591549295775,0.06,0.03333333333333333,ALL,710.0
1,3d,0.5284090909090909,0.12,0.03333333333333333,ALL,704.0
1,3d,0.49393939393939396,0.25,0.03333333333333333,ALL,660.0
1,3d,0.5575757575757576,0.5,0.03333333333333333,ALL,660.0
1,3d,0.569078947368421,1.0,0.03333333333333333,ALL,608.0
2,3d,0.46153846153846156,0.0,0.06666666666666667,ALL,26.0
2,3d,0.75,0.015,0.06666666666666667,ALL,12.0
2,3d,0.4970588235294118,0.03,0.06666666666666667,ALL,340.0
2,3d,0.5177514792899408,0.06,0.06666666666666667,ALL,338.0
2,3d,0.5297619047619048,0.12,0.06666666666666667,ALL,336.0
2,3d,0.5301204819277109,0.25,0.06666666666666667,ALL,332.0
2,3d,0.6328125,0.5,0.06666666666666667,ALL,256.0
2,3d,0.6724137931034483,1.0,0.06666666666666667,ALL,232.0
3,3d,0.5462962962962963,0.0,0.08333333333333333,ALL,108.0
3,3d,0.4583333333333333,0.015,0.08333333333333333,ALL,24.0
3,3d,0.5161725067385444,0.03,0.08333333333333333,ALL,742.0
3,3d,0.508955223880597,0.06,0.08333333333333333,ALL,670.0
3,3d,0.5739644970414202,0.12,0.08333333333333333,ALL,676.0
3,3d,0.6362359550561798,0.25,0.08333333333333333,ALL,712.0
3,3d,0.7432432432432432,0.5,0.08333333333333333,ALL,740.0
3,3d,0.8305921052631579,1.0,0.08333333333333333,ALL,608.0
4,3d,0.5416666666666666,0.0,0.13333333333333333,ALL,96.0
4,3d,0.375,0.015,0.13333333333333333,ALL,24.0
4,3d,0.5520833333333334,0.03,0.13333333333333333,ALL,576.0
4,3d,0.6291390728476821,0.06,0.13333333333333333,ALL,604.0
4,3d,0.6241721854304636,0.12,0.13333333333333333,ALL,604.0
4,3d,0.7319078947368421,0.25,0.13333333333333333,ALL,608.0
4,3d,0.8414634146341463,0.5,0.13333333333333333,ALL,656.0
4,3d,0.912,1.0,0.13333333333333333,ALL,500.0
5,3d,0.4782608695652174,0.0,0.2,ALL,92.0
5,3d,0.45,0.015,0.2,ALL,20.0
5,3d,0.5096774193548387,0.03,0.2,ALL,620.0
5,3d,0.6200607902735562,0.06,0.2,ALL,658.0
5,3d,0.6809815950920245,0.12,0.2,ALL,652.0
5,3d,0.7932618683001531,0.25,0.2,ALL,653.0
5,3d,0.8876811594202898,0.5,0.2,ALL,552.0
5,3d,0.9671052631578947,1.0,0.2,ALL,456.0
6,3d,0.5208333333333334,0.0,0.3,ALL,96.0
6,3d,0.5384615384615384,0.015,0.3,ALL,26.0
6,3d,0.5508982035928144,0.03,0.3,ALL,668.0
6,3d,0.6174698795180723,0.06,0.3,ALL,664.0
6,3d,0.690068493150685,0.12,0.3,ALL,584.0
6,3d,0.8521256931608133,0.25,0.3,ALL,541.0
6,3d,0.9337539432176656,0.5,0.3,ALL,634.0
6,3d,0.9589552238805971,1.0,0.3,ALL,536.0
7,3d,0.51,0.0,0.45,ALL,100.0
7,3d,0.5,0.015,0.45,ALL,28.0
7,3d,0.5423476968796433,0.03,0.45,ALL,673.0
7,3d,0.6504559270516718,0.06,0.45,ALL,658.0
7,3d,0.6901408450704225,0.12,0.45,ALL,710.0
7,3d,0.8351063829787234,0.25,0.45,ALL,752.0
7,3d,0.9534883720930233,0.5,0.45,ALL,688.0
7,3d,0.9782608695652174,1.0,0.45,ALL,552.0
8,3d,0.5480769230769231,0.0,0.7,ALL,104.0
8,3d,0.5909090909090909,0.015,0.7,ALL,22.0
8,3d,0.572107765451664,0.03,0.7,ALL,631.0
8,3d,0.6097560975609756,0.06,0.7,ALL,656.0
8,3d,0.7180232558139535,0.12,0.7,ALL,688.0
8,3d,0.8677811550151976,0.25,0.7,ALL,658.0
8,3d,0.9530102790014684,0.5,0.7,ALL,681.0
8,3d,0.9886792452830189,1.0,0.7,ALL,530.0
9,3d,0.5735294117647058,0.0,1.0666666666666667,ALL,68.0
9,3d,0.5714285714285714,0.015,1.0666666666666667,ALL,14.0
9,3d,0.6125,0.03,1.0666666666666667,ALL,240.0
9,3d,0.640495867768595,0.06,1.0666666666666667,ALL,242.0
9,3d,0.7723577235772358,0.12,1.0666666666666667,ALL,246.0
9,3d,0.8687943262411347,0.25,1.0666666666666667,ALL,282.0
9,3d,0.940809968847352,0.5,1.0666666666666667,ALL,321.0
9,3d,0.9958677685950413,1.0,1.0666666666666667,ALL,242.0
10,3d,0.5833333333333334,0.015,1.65,ALL,12.0
10,3d,0.43333333333333335,0.03,1.65,ALL,60.0
10,3d,0.65,0.06,1.65,ALL,60.0
10,3d,0.7166666666666667,0.12,1.65,ALL,60.0
10,3d,0.8548387096774194,0.25,1.65,ALL,62.0
10,3d,0.9558823529411765,0.5,1.65,ALL,68.0
10,3d,1.0,1.0,1.65,ALL,48.0
11,3d,0.65,0.015,2.533333333333333,ALL,20.0
11,3d,0.6,0.03,2.533333333333333,ALL,100.0
11,3d,0.61,0.06,2.533333333333333,ALL,100.0
11,3d,0.7040816326530612,0.12,2.533333333333333,ALL,98.0
11,3d,0.9204545454545454,0.25,2.533333333333333,ALL,88.0
11,3d,0.9642857142857143,0.5,2.533333333333333,ALL,84.0
11,3d,0.95,1.0,2.533333333333333,ALL,80.0
12,3d,0.6071428571428571,0.015,3.9,ALL,28.0
12,3d,0.6142857142857143,0.03,3.9,ALL,140.0
12,3d,0.5928571428571429,0.06,3.9,ALL,140.0
12,3d,0.7253521126760564,0.12,3.9,ALL,142.0
12,3d,0.8552631578947368,0.25,3.9,ALL,152.0
12,3d,0.94375,0.5,3.9,ALL,160.0
12,3d,0.984375,1.0,3.9,ALL,128.0
