di,dotmode,y,x,dur,subj,ntrials
1,2d,0.4965277777777778,0.0,0.03333333333333333,ALL,288.0
1,2d,0.40625,0.015,0.03333333333333333,ALL,32.0
1,2d,0.49157303370786515,0.03,0.03333333333333333,ALL,712.0
1,2d,0.4949928469241774,0.06,0.03333333333333333,ALL,699.0
1,2d,0.5087976539589443,0.12,0.03333333333333333,ALL,682.0
1,2d,0.5772727272727273,0.25,0.03333333333333333,ALL,660.0
1,2d,0.656060606060606,0.5,0.03333333333333333,ALL,660.0
1,2d,0.726063829787234,1.0,0.03333333333333333,ALL,376.0
2,2d,0.49375,0.0,0.06666666666666667,ALL,160.0
2,2d,0.5,0.015,0.06666666666666667,ALL,14.0
2,2d,0.43636363636363634,0.03,0.06666666666666667,ALL,330.0
2,2d,0.5884146341463414,0.06,0.06666666666666667,ALL,328.0
2,2d,0.656441717791411,0.12,0.06666666666666667,ALL,326.0
2,2d,0.7546583850931677,0.25,0.06666666666666667,ALL,322.0
2,2d,0.8897058823529411,0.5,0.06666666666666667,ALL,272.0
2,2d,0.9785714285714285,1.0,0.06666666666666667,ALL,140.0
3,2d,0.5154639175257731,0.0,0.08333333333333333,ALL,388.0
3,2d,0.6785714285714286,0.015,0.08333333333333333,ALL,28.0
3,2d,0.5442260442260443,0.03,0.08333333333333333,ALL,814.0
3,2d,0.621903520208605,0.06,0.08333333333333333,ALL,767.0
3,2d,0.7282051282051282,0.12,0.08333333333333333,ALL,780.0
3,2d,0.849936948297604,0.25,0.08333333333333333,ALL,793.0
3,2d,0.9511002444987775,0.5,0.08333333333333333,ALL,818.0
3,2d,0.9920212765957447,1.0,0.08333333333333333,ALL,376.0
4,2d,0.5282485875706214,0.0,0.13333333333333333,ALL,354.0
4,2d,0.4583333333333333,0.015,0.13333333333333333,ALL,24.0
4,2d,0.60790273556231,0.03,0.13333333333333333,ALL,658.0
4,2d,0.631578947368421,0.06,0.13333333333333333,ALL,684.0
4,2d,0.7677514792899408,0.12,0.13333333333333333,ALL,676.0
4,2d,0.9124087591240876,0.25,0.13333333333333333,ALL,685.0
4,2d,0.9746121297602257,0.5,0.13333333333333333,ALL,709.0
4,2d,1.0,1.0,0.13333333333333333,ALL,304.0
5,2d,0.5,0.0,0.2,ALL,344.0
5,2d,0.625,0.015,0.2,ALL,24.0
5,2d,0.5741007194244604,0.03,0.2,ALL,695.0
