,subj,dotmode,di,dur,bi,thresh,loc,scale,lapse
36,ALL,2d,1,33.333333333333336,36,1.5891291318375886,1.5228447595877195,0.3421991721749864,0.04402397663605265
37,ALL,2d,1,33.333333333333336,37,1.0013567907916183,1.0009502329400628,0.0012279579337992966,0.07046388108702369
38,ALL,2d,1,33.333333333333336,38,1.2476308458866512,1.2305347042913484,0.08536988279381186,0.04537044768677568
39,ALL,2d,1,33.333333333333336,39,1.721759553350914,1.6472992298052571,0.38354453077394984,0.04411380688525896
40,ALL,2d,1,33.333333333333336,40,1.2726151971332027,1.2076878148905368,0.3346641918237862,0.04408708000516931
41,ALL,2d,1,33.333333333333336,41,1.3588034315734638,1.2860957572126799,0.375556782090435,0.04400307658523137
42,ALL,2d,1,33.333333333333336,42,2.8618685162428728,2.678906132687966,0.9332817465156849,0.044505564219889666
43,ALL,2d,1,33.333333333333336,43,1.3428987683013414,1.3032183509424362,0.20717608845687113,0.04357626773293802
44,ALL,2d,1,33.333333333333336,44,1.2628197796665537,1.1743310338838522,0.4016770029911777,0.04943013187076147
45,ALL,2d,1,33.333333333333336,45,3.8233120936724942,3.6334201728296884,0.9611286579374618,0.04481969771529827
46,ALL,2d,1,33.333333333333336,46,1.1939805196001507,1.1700874286805203,0.12483681354499387,0.04354833308828849
47,ALL,2d,1,33.333333333333336,47,1.847846848303314,1.7483942155238905,0.5129831757592056,0.04405898796102227
48,ALL,2d,1,33.333333333333336,48,1.6242468908077743,1.5517358728251547,0.37961992207596884,0.043468818541491205
49,ALL,2d,1,33.333333333333336,49,1.6896479091517629,1.6061822787107474,0.43126385585603044,0.04399021961813228
50,ALL,2d,1,33.333333333333336,50,2.643741308122943,2.4842803980679324,0.816329490172952,0.04436103970265986
51,ALL,2d,1,33.333333333333336,51,1.1498854508228684,1.1148062132490755,0.181736896448586,0.04388406187491392
52,ALL,2d,1,33.333333333333336,52,1.4266708455280015,1.3594094562190882,0.34647102171998573,0.04411286740722845
53,ALL,2d,1,33.333333333333336,53,1.9374303551979257,1.8327179425645421,0.5419971349577111,0.043920181263288643
54,ALL,2d,1,33.333333333333336,54,1.3227711022042314,1.2617344475203027,0.31537497975677264,0.04399011591910032
55,ALL,2d,1,33.333333333333336,55,1.253121724564111,1.18952261276382,0.24023332450329205,0.05814843117358833
56,ALL,2d,1,33.333333333333336,56,1.3064153949479187,1.2743528378429132,0.16652641360167758,0.04378412613058963
57,ALL,2d,1,33.333333333333336,57,1.1863032487611531,1.1622140566699568,0.07925181505242372,0.0655269632748481
58,ALL,2d,1,33.333333333333336,58,1.5766181637582295,1.4993083431371441,0.40795042380929053,0.043158451028045476
59,ALL,2d,1,33.333333333333336,59,1.1845119040920742,1.150026061223232,0.11494505256593922,0.06479919431659892
60,ALL,2d,1,33.333333333333336,60,1.41005153181145,1.3572953689839,0.27337988471039265,0.043874865780881504
61,ALL,2d,1,33.333333333333336,61,3.9345282125993304,3.711702141921172,1.1188002150690572,0.04514637166328316
62,ALL,2d,1,33.333333333333336,62,2.0129802673163457,1.8831113832037438,0.6636157386490165,0.044435059390930266
63,ALL,2d,1,33.333333333333336,63,3.812324795768194,3.6246312351083554,0.9505219388292623,0.04479751217471005
64,ALL,2d,1,33.333333333333336,64,1.2903626438191518,1.197661791011491,0.31878720430391033,0.06308225494490698
65,ALL,2d,1,33.333333333333336,65,3.1376350222615597,3.0019803323245258,0.6966308672648498,0.04423571609990672
66,ALL,2d,1,33.333333333333336,66,2.751960584376922,2.593796388738244,0.8096018764395496,0.044365472031508126
67,ALL,2d,1,33.333333333333336,67,1.6479763891333925,1.5780126933883092,0.3645226675772206,0.043659326399982504
68,ALL,2d,1,33.333333333333336,68,1.1304925431208004,1.1002473956216197,0.08476617661075804,0.07502307179183275
69,ALL,2d,1,33.333333333333336,69,1.5776730196203579,1.486158889422657,0.48582027302392017,0.04292302636119565
70,ALL,2d,1,33.333333333333336,70,1.6630215866686588,1.591449194566815,0.36918537808357044,0.04405787353512324
71,ALL,2d,1,33.333333333333336,71,1.2994680794440572,1.2557586961899698,0.22596256297659495,0.043969436490312826
72,ALL,2d,1,33.333333333333336,72,1.1234894637039914,1.0991524123419965,0.08171109274949859,0.06439546921722682
73,ALL,2d,1,33.333333333333336,73,1.962461879203226,1.8329954076799986,0.6587043068848721,0.04460935697171135
74,ALL,2d,1,33.333333333333336,74,1.2311665591615781,1.1954537059542016,0.22028059919941909,0.03741613940842037
75,ALL,2d,1,33.333333333333336,75,1.0356638706434902,1.0340923027650324,0.008240775348864169,0.04340618783906578
76,ALL,2d,1,33.333333333333336,76,1.5922244310335043,1.505295528375408,0.4387907192339085,0.0449301298889602
77,ALL,2d,1,33.333333333333336,77,1.4022603069540742,1.3319382358215095,0.3748789513509144,0.04276055938431255
78,ALL,2d,1,33.333333333333336,78,3.429285547077114,3.221807639179892,1.0484094317841242,0.04488657281721076
79,ALL,2d,1,33.333333333333336,79,1.4449104289906545,1.3893226352557928,0.28940723414910297,0.043688684968180645
80,ALL,2d,1,33.333333333333336,80,1.5432233590591355,1.4887650123768048,0.28449436067193934,0.04355389517610033
81,ALL,2d,1,33.333333333333336,81,1.381895521945028,1.3123759209649117,0.35100895098711943,0.044919122172002106
82,ALL,2d,1,33.333333333333336,82,1.3906186523222372,1.3198016314668581,0.35918860985989615,0.04473484066553532
83,ALL,2d,1,33.333333333333336,83,1.261277119293911,1.1799110943173392,0.27551050564558294,0.06392818413054788
84,ALL,2d,1,33.333333333333336,84,1.1743401304995351,1.1424054029426864,0.16654586112571723,0.04362114788662108
85,ALL,2d,1,33.333333333333336,85,1.9071231837214342,1.8122264744657122,0.4871871331931887,0.04424708796040773
86,ALL,2d,1,33.333333333333336,86,3.071448933527483,2.8771259223041197,0.9918021214794097,0.04448239430782211
87,ALL,2d,1,33.333333333333336,87,1.4557885322910809,1.3627903323228856,0.4685396109791974,0.04500703288070566
88,ALL,2d,1,33.333333333333336,88,1.429783289888564,1.377258089265412,0.2742923107051637,0.043568756457612164
89,ALL,2d,1,33.333333333333336,89,1.9602958733552842,1.8618618963669418,0.510483844544696,0.04384340381758067
90,ALL,2d,1,33.333333333333336,90,1.6285865721171382,1.55001765742764,0.4108960944782342,0.04351096033326811
91,ALL,2d,1,33.333333333333336,91,2.368676628837829,2.1964827840507914,0.8855223761040594,0.044179098677560584
92,ALL,2d,1,33.333333333333336,92,2.023503284825817,1.8912109803432116,0.6853799560857184,0.04388370863604484
93,ALL,2d,1,33.333333333333336,93,2.5574234092828663,2.4127635677300083,0.743445982900597,0.0442049535273462
94,ALL,2d,1,33.333333333333336,94,1.4131833336988155,1.3453238609401463,0.35732893569856916,0.04324110834473784
95,ALL,2d,1,33.333333333333336,95,1.2562694492245876,1.205482636891129,0.2644298682097328,0.04368598343960676
96,ALL,2d,1,33.333333333333336,96,2.644548604655619,2.476053079276826,0.8619016165998231,0.044392675398332186
97,ALL,2d,1,33.333333333333336,97,1.9020952889954574,1.7705338348088668,0.6756911506224093,0.044230949660473425
98,ALL,2d,1,33.333333333333336,98,1.6191647446809345,1.5601937173603033,0.30576143077426476,0.04385191360313794
99,ALL,2d,1,33.333333333333336,99,1.2421877276795514,1.1926471063505164,0.2555216127004918,0.04406088610235115
100,ALL,2d,1,33.333333333333336,100,1.7852393243329818,1.698238465304983,0.4239042497370481,0.046386443850632446
101,ALL,2d,2,50.0,0,0.5858202264542021,0.4037846958756274,0.1441162194216406,0.1793071296720676
102,ALL,2d,2,50.0,1,0.5082782073059052,0.48563129559544854,0.03001353076703273,0.13244524968034477
103,ALL,2d,2,50.0,2,0.5763243417237854,0.4211442852020959,0.15640175064857303,0.15730892645243555
104,ALL,2d,2,50.0,3,0.6125627901500007,0.4414851543649431,0.09119181644183566,0.21170032887624599
105,ALL,2d,2,50.0,4,0.6104121231090034,0.39328597662105585,0.14101018396933773,0.19639349708491236
106,ALL,2d,2,50.0,5,0.48078921842230005,0.3721178426592392,0.12693300821904824,0.14379946047117914
107,ALL,2d,2,50.0,6,0.637866662146465,0.33261332889820616,0.09034680979501873,0.2414769285130993
108,ALL,2d,2,50.0,7,0.5686265521913636,0.3985053310864535,0.1017840225567794,0.20300379960985732
109,ALL,2d,2,50.0,8,0.5567284147178695,0.39223617125237,0.1306553182416913,0.17901402196025584
110,ALL,2d,2,50.0,9,0.5448317454643188,0.3691718530762133,0.15249145951062487,0.17099364761827787
111,ALL,2d,2,50.0,10,0.603899027873253,0.3302152813722311,0.12103846967845695,0.22394184796772623
112,ALL,2d,2,50.0,11,0.5482226332852471,0.36759116903186556,0.1161318645863243,0.19722375182011273
113,ALL,2d,2,50.0,12,0.47437997786878083,0.3362199619053833,0.08418197488193252,0.201563470052919
114,ALL,2d,2,50.0,13,0.5621012711726033,0.4539476127759289,0.09893513843617213,0.16621252713478185
115,ALL,2d,2,50.0,14,0.6332701179218965,0.47679555953735464,0.16991970593790562,0.1504572307042461
116,ALL,2d,2,50.0,15,0.5262211849265066,0.40961938855113245,0.11900858876490651,0.15615123493344
117,ALL,2d,2,50.0,16,0.6100497789910868,0.3966535265477704,0.16000793578704542,0.18412226738164167
118,ALL,2d,2,50.0,17,0.5368765792182619,0.3973721885194365,0.142826749670436,0.15586571001842084
119,ALL,2d,2,50.0,18,0.6412009483623797,0.4644188449645808,0.17510652467475718,0.15890599393218588
120,ALL,2d,2,50.0,19,0.5545913024775033,0.45972220320273016,0.08254755842301129,0.17078268059646867
121,ALL,2d,2,50.0,20,0.6110040870988502,0.37524173325008425,0.14348812352380585,0.20165408648699068
122,ALL,2d,2,50.0,21,0.6210719835603526,0.401074251505294,0.11906604968483658,0.21059999182340292
123,ALL,2d,2,50.0,22,0.5792424230109788,0.48969107590190714,0.15806086763323102,0.10813179377735777
124,ALL,2d,2,50.0,23,0.547686500486349,0.442830191731194,0.11694481918918398,0.1480145381707389
125,ALL,2d,2,50.0,24,0.5266811261136283,0.40540831041748154,0.12909937840242125,0.15228205241837528
126,ALL,2d,2,50.0,25,0.622595841058278,0.49097449512401453,0.15569880901836708,0.14264917626808504
127,ALL,2d,2,50.0,26,0.5760839224365775,0.3790977152390804,0.13122400644535964,0.19428127150808822
128,ALL,2d,2,50.0,27,0.5786057712466365,0.4350022938069985,0.14960730185399856,0.15426428031555248
129,ALL,2d,2,50.0,28,0.5555445585410574,0.43941778759781924,0.16583256481532058,0.12588659087982232
130,ALL,2d,2,50.0,29,0.5931710676698901,0.4492316860116682,0.13810290645971007,0.16183596319456323
131,ALL,2d,2,50.0,30,0.6065557419413998,0.4502328119488383,0.1590855926073603,0.15641905290758015
132,ALL,2d,2,50.0,31,0.5853388471670188,0.48016877581248474,0.14296600932743278,0.1301991217771425
133,ALL,2d,2,50.0,32,0.4564955293995677,0.31895908418677754,0.09318704911509529,0.1928578001255702
134,ALL,2d,2,50.0,33,0.5955670781866504,0.4709162872000683,0.17139887405615367,0.12919166059974935
135,ALL,2d,2,50.0,34,0.5041263943751332,0.38462432870930546,0.10308855233918275,0.1715671139808932
136,ALL,2d,2,50.0,35,0.6168349465943275,0.4693078632063074,0.17495229500737247,0.14242167949669332
137,ALL,2d,2,50.0,36,0.6146907560672701,0.3341052603902052,0.11626072170053349,0.22762274963737925
138,ALL,2d,2,50.0,37,0.5873667841596508,0.4465014387903673,0.19132972190924968,0.1302726597199159
139,ALL,2d,2,50.0,38,0.6137276102071247,0.47549544848118563,0.1563902137640409,0.14670713946119568
140,ALL,2d,2,50.0,39,0.5277202640545596,0.39000518318045657,0.1483044610014185,0.15122308776636695
141,ALL,2d,2,50.0,40,0.4970153091316245,0.3551004401751917,0.14557901730361655,0.1556859284964401
142,ALL,2d,2,50.0,41,0.5171817593449194,0.3961576427219006,0.13497933197875114,0.1480126575695513
143,ALL,2d,2,50.0,42,0.5929176302843474,0.4168230196265701,0.1156799635467042,0.19544528614781492
144,ALL,2d,2,50.0,43,0.52109655516284,0.36501504623583403,0.1592118288682192,0.1562039944184724
145,ALL,2d,2,50.0,44,0.5075326994953888,0.345018233905998,0.11354446283107097,0.19024958706245754
146,ALL,2d,2,50.0,45,0.6095719939498788,0.37858035960667563,0.17541230865462246,0.1830054492176666
147,ALL,2d,2,50.0,46,0.5414991911528645,0.3365976690235426,0.11807405663751896,0.20591601992532257
148,ALL,2d,2,50.0,47,0.5463030602933694,0.4307728093822995,0.08713121578985139,0.18361130343149856
149,ALL,2d,2,50.0,48,0.5501980226377264,0.40703862315001,0.1174841790552334,0.17608476396551231
150,ALL,2d,2,50.0,49,0.6184151888586134,0.4967961618896205,0.16261533104531714,0.13165939626411327
151,ALL,2d,2,50.0,50,0.5921419597979409,0.46083039026526673,0.16620453882609165,0.13654561655712122
152,ALL,2d,2,50.0,51,0.5717888508059572,0.38697101983687426,0.1310980429679399,0.18895001964756214
153,ALL,2d,2,50.0,52,0.5307593455996157,0.3802157938314562,0.11697046978823514,0.18097705011287224
154,ALL,2d,2,50.0,53,0.5580221124289088,0.46011827492074353,0.14515152720811636,0.12264647317178441
155,ALL,2d,2,50.0,54,0.5828417655794977,0.3569250248052881,0.10951813447112091,0.21822639342608716
156,ALL,2d,2,50.0,55,0.7240004085897687,0.6590438841037924,0.3048817741350146,0.047972036517986656
157,ALL,2d,2,50.0,56,0.5736851102913337,0.4232822788509165,0.13702397264706934,0.16658550465339697
158,ALL,2d,2,50.0,57,0.5914837028238826,0.3926952892262406,0.16507244085832953,0.17502075349735358
159,ALL,2d,2,50.0,58,0.5987502741128525,0.4448606525307294,0.16348112189924258,0.15247280106005429
160,ALL,2d,2,50.0,59,0.6378665318060075,0.4610949612242191,0.1443522100572605,0.17653010112132628
161,ALL,2d,2,50.0,60,0.5017495750734521,0.39801611668429376,0.1465801074430936,0.12680485101798217
162,ALL,2d,2,50.0,61,0.5459043988042234,0.38173748313547007,0.12495578782709027,0.18280082942053286
163,ALL,2d,2,50.0,62,0.5475267200472983,0.45749199838215016,0.13821978284976055,0.11966959300354713
164,ALL,2d,2,50.0,63,0.5982372028784498,0.4691150627223704,0.14743530562234491,0.14586663308457043
165,ALL,2d,2,50.0,64,0.5665994502641665,0.3700658243697268,0.131969533518848,0.19361370755207089
166,ALL,2d,2,50.0,65,0.6095314646814329,0.43544080707590455,0.1648077875176361,0.16306719322841343
167,ALL,2d,2,50.0,66,0.5332472629859236,0.43045637492560307,0.12754145834689878,0.13833314420454426
168,ALL,2d,2,50.0,67,0.5404851802703903,0.3638369306325018,0.141272362875638,0.1784030978402665
169,ALL,2d,2,50.0,68,0.5362529972083454,0.39340816147826474,0.12447667910237684,0.17064766427406908
170,ALL,2d,2,50.0,69,0.5427522011860988,0.412791449882132,0.12447797780398029,0.1619931382920856
171,ALL,2d,2,50.0,70,0.5664940893770821,0.46862505792562625,0.1482491137846091,0.12080862002802856
172,ALL,2d,2,50.0,71,0.5028871051584601,0.44890001899068,0.07247058763653619,0.13131069034383366
173,ALL,2d,2,50.0,72,0.6500866572058498,0.47134444564833655,0.16504818394929655,0.16535288382766564
174,ALL,2d,2,50.0,73,0.4847288127476782,0.36686697487690023,0.12675409524860698,0.1513464193836561
175,ALL,2d,2,50.0,74,0.5623915440995417,0.41378983457199126,0.11930811176127486,0.17805284090720847
176,ALL,2d,2,50.0,75,0.5336296766865257,0.4203819127342715,0.1078072874340351,0.16255621873243356
177,ALL,2d,2,50.0,76,0.598545516512646,0.40625423742811745,0.139514230119059,0.18699781511401203
178,ALL,2d,2,50.0,77,0.521864292131778,0.4575543506689612,0.07561103516977732,0.14320357336604125
179,ALL,2d,2,50.0,78,0.6091065969542749,0.44168222486703934,0.11875825740478817,0.1889514469006535
180,ALL,2d,2,50.0,79,0.5480837339986908,0.4560545282831002,0.1574933314331437,0.11063118567252518
181,ALL,2d,2,50.0,80,0.4914392697879241,0.3780666333292846,0.11579157237226864,0.15608864087119903
182,ALL,2d,2,50.0,81,0.5496222156123741,0.4328209796967306,0.11214770721788352,0.16176830270444015
183,ALL,2d,2,50.0,82,0.5704903671425381,0.4279160832066821,0.1411732109838215,0.15893837983999415
184,ALL,2d,2,50.0,83,0.4856908698344671,0.36392386927398745,0.12436479529662572,0.15608882172717875
185,ALL,2d,2,50.0,84,0.511527753499565,0.3894836328555984,0.12994125764469527,0.15226735997298255
186,ALL,2d,2,50.0,85,0.5285405906530377,0.4490149780132646,0.09056850787692458,0.14610408708991648
187,ALL,2d,2,50.0,86,0.6575492338564581,0.5488388633702961,0.20016715034506966,0.10476357083542719
188,ALL,2d,2,50.0,87,0.628031205065019,0.46222603728541334,0.1554391477191773,0.16396344087870107
189,ALL,2d,2,50.0,88,0.5199217311449313,0.37613842570387857,0.09742901836634676,0.192849624517612
190,ALL,2d,2,50.0,89,0.594086040665319,0.4922117070490939,0.16669391060273797,0.11431787736840501
191,ALL,2d,2,50.0,90,0.5367137160146211,0.4391507812947089,0.11246541203670195,0.14499918394813507
192,ALL,2d,2,50.0,91,0.5915951126796144,0.3643725612705693,0.09697611543899394,0.22599208792421907
193,ALL,2d,2,50.0,92,0.4963113334553896,0.35399354972995944,0.11342631870277849,0.17871077383539888
194,ALL,2d,2,50.0,93,0.6737440832948514,0.5381947059938879,0.24092026982556242,0.10757305050862638
195,ALL,2d,2,50.0,94,0.5744084499161328,0.4405602240014469,0.15250674134122894,0.14606076699483517
196,ALL,2d,2,50.0,95,0.5820447565396889,0.43338462893098084,0.12638520421890628,0.17289141466729682
197,ALL,2d,2,50.0,96,0.6614054595097768,0.5375518719879099,0.20842538685648576,0.11200378400630298
198,ALL,2d,2,50.0,97,0.6218040230808234,0.4426235034460394,0.1622881465882628,0.16712179246454964
199,ALL,2d,2,50.0,98,0.4797337264946991,0.41008935451209094,0.10535276128135643,0.12092390701448576
200,ALL,2d,2,50.0,99,0.6072210483063336,0.43102043878624685,0.14213181179194953,0.17763213785419224
201,ALL,2d,2,50.0,100,0.5641982483218972,0.42160151893866266,0.136095483401925,0.16232023202278514
202,ALL,2d,4,66.66666666666667,0,0.289755999172614,0.27493722922132696,0.11870403801746413,0.029340021510357844
203,ALL,2d,4,66.66666666666667,1,0.2977637980864118,0.29133453942913135,0.09760451264975031,0.015936976183002223
204,ALL,2d,4,66.66666666666667,2,0.29142644892786357,0.2784817185330368,0.13337316086873302,0.023123814283075604
205,ALL,2d,4,66.66666666666667,3,0.2650309368609084,0.247508433471685,0.10531682263218287,0.03831867534723295
206,ALL,2d,4,66.66666666666667,4,0.2986901671327579,0.28604276494358344,0.14817053321506574,0.02045390695943919
207,ALL,2d,4,66.66666666666667,5,0.2837843550353397,0.2734152765442587,0.11606102285084255,0.02136672306914071
208,ALL,2d,4,66.66666666666667,6,0.27253957147491464,0.25893996335400027,0.12732785906244476,0.025325402766501425
209,ALL,2d,4,66.66666666666667,7,0.2745128415988871,0.25675898134742414,0.10958361362432381,0.037392249864685395
210,ALL,2d,4,66.66666666666667,8,0.24508242444110645,0.22279995051468,0.09877341264444538,0.05048905482478578
211,ALL,2d,4,66.66666666666667,9,0.2900343299086534,0.27561351506553344,0.10826658184202045,0.031176901919347865
212,ALL,2d,4,66.66666666666667,10,0.2910731777083441,0.27457926298866286,0.08845162153301675,0.0425299349766325
213,ALL,2d,4,66.66666666666667,11,0.24647987023480292,0.22120246343126565,0.09515602883519113,0.058321547080775096
214,ALL,2d,4,66.66666666666667,12,0.26686435783142526,0.25437358629763923,0.1005289468583423,0.029210353683553517
215,ALL,2d,4,66.66666666666667,13,0.2484870509646454,0.23999781869592793,0.11104838761801339,0.018399322113878784
216,ALL,2d,4,66.66666666666667,14,0.2879046255174827,0.2725256121617725,0.12683154661780333,0.028548082149079553
217,ALL,2d,4,66.66666666666667,15,0.2385637392784984,0.22364119197815874,0.12326415972101698,0.02850513825594245
218,ALL,2d,4,66.66666666666667,16,0.25943609594714917,0.2429888289698122,0.10619301707020458,0.03587069813762781
219,ALL,2d,4,66.66666666666667,17,0.26159440338112266,0.23346065739532604,0.11764770126576277,0.05317295817134862
220,ALL,2d,4,66.66666666666667,18,0.23446551431156834,0.21429425955804834,0.0994818020570443,0.04588212302567655
221,ALL,2d,4,66.66666666666667,19,0.25969241725450476,0.24118699475305894,0.09317265621349491,0.04503348766488323
222,ALL,2d,4,66.66666666666667,20,0.26924203059550955,0.24609992919203294,0.10910691635620473,0.04778002072795777
223,ALL,2d,4,66.66666666666667,21,0.28706101698508657,0.2657315822183913,0.09616909553725028,0.04972929609112596
224,ALL,2d,4,66.66666666666667,22,0.27883891294331953,0.26464822822046763,0.14803574624721325,0.022852163893762586
225,ALL,2d,4,66.66666666666667,23,0.26793227328661323,0.2585555877526926,0.11650615371945704,0.019332195910175723
226,ALL,2d,4,66.66666666666667,24,0.28896444799734267,0.2690074551231809,0.11923210006125194,0.038530336003039234
227,ALL,2d,4,66.66666666666667,25,0.26348493672653506,0.24642059175476105,0.08809994185703872,0.044022305342988295
228,ALL,2d,4,66.66666666666667,26,0.2742973938534891,0.2583220421253618,0.1356662186720554,0.027771508474392245
229,ALL,2d,4,66.66666666666667,27,0.2690541493409146,0.2580718934582803,0.12163123403587259,0.02158377664452761
230,ALL,2d,4,66.66666666666667,28,0.26947827877454295,0.2492552407091217,0.09980607692327773,0.04585355502127447
231,ALL,2d,4,66.66666666666667,29,0.2658699221941897,0.2513140318725576,0.08566728728992101,0.03906521028707098
232,ALL,2d,4,66.66666666666667,30,0.2564239567569482,0.23164772710855774,0.10687471977535115,0.05172877054551728
233,ALL,2d,4,66.66666666666667,31,0.29937945964213575,0.2666276088657157,0.12293018348618545,0.05847191019090225
234,ALL,2d,4,66.66666666666667,32,0.26673691122912363,0.2539327343863993,0.1144788828809564,0.026454847568326986
235,ALL,2d,4,66.66666666666667,33,0.2925838749230836,0.27540172296792687,0.1423408112698843,0.028427563173810736
236,ALL,2d,4,66.66666666666667,34,0.29615180266881097,0.2764314380789443,0.09824422997421324,0.045466259830245076
237,ALL,2d,4,66.66666666666667,35,0.27173699246096394,0.25164965765170044,0.10224179385384273,0.04459328321843649
238,ALL,2d,4,66.66666666666667,36,0.30413919129316064,0.2937803494378154,0.10442074413252077,0.02361026477133795
239,ALL,2d,4,66.66666666666667,37,0.25459433459380865,0.23261045529168817,0.10422059203286144,0.04754353522368353
240,ALL,2d,4,66.66666666666667,38,0.28327290547795797,0.2724371168152339,0.11683328059324612,0.02214369676209258
241,ALL,2d,4,66.66666666666667,39,0.28997564436805506,0.2830799954769821,0.13255256242077545,0.01267300362537465
242,ALL,2d,4,66.66666666666667,40,0.2659483769507997,0.2491351110152093,0.10069372565286377,0.038444663583536265
243,ALL,2d,4,66.66666666666667,41,0.26468918023494614,0.23811465245979624,0.10330220714059153,0.056706341498714875
244,ALL,2d,4,66.66666666666667,42,0.29014947865094987,0.26936405589396717,0.11209675542038483,0.04231199626336571
245,ALL,2d,4,66.66666666666667,43,0.2659524108219248,0.2434800409265473,0.09574725443551937,0.05229899616148122
246,ALL,2d,4,66.66666666666667,44,0.27611261630156986,0.2604230785799421,0.1112908943779062,0.03287283682955382
247,ALL,2d,4,66.66666666666667,45,0.2627237823814319,0.24561951358781448,0.1364077908928077,0.029461956062068615
248,ALL,2d,4,66.66666666666667,46,0.26592382592884783,0.23370850342893723,0.10297628426252793,0.06715866322031178
249,ALL,2d,4,66.66666666666667,47,0.2398397042194813,0.21203660482353712,0.1162251263244438,0.05318911624101337
250,ALL,2d,4,66.66666666666667,48,0.26956370840744015,0.23919745869113695,0.11705701105394055,0.057124148051085975
251,ALL,2d,4,66.66666666666667,49,0.2579069027266343,0.24171311691527997,0.11669748614702039,0.03239234421550416
