A,i,K,N,TND,S,thresh,T,cohs
0,0.25,0,0,0,16,0.18436266216919858,0,0
0,0.3333333333333333,0,0,0,16,0.16839539366316805,0,0
0,0.45,0,0,0,16,0.17025922827385503,0,0
0,0.6333333333333333,0,0,0,16,0.17693196980466933,0,0
0,0.8666666666666667,0,0,0,16,0.15680111991847656,0,0
0,1.1833333333333333,0,0,0,16,0.10462105502527486,0,0
0,1.65,0,0,0,16,0.15230802773016458,0,0
0,2.2666666666666666,0,0,0,16,0.1525791943118819,0,0
0,3.1333333333333333,0,0,0,16,0.14314219520269453,0,0
0,4.35,0,0,0,16,0.15749363447783304,0,0
0,0.03333333333333333,0,0,0,17,1.4531933519783011,0,0
0,0.05,0,0,0,17,2.2926885283467886,0,0
0,0.06666666666666667,0,0,0,17,1.227601196308098,0,0
0,0.08333333333333333,0,0,0,17,0.5439586101385274,0,0
0,0.11666666666666667,0,0,0,17,0.35233625824646814,0,0
0,0.16666666666666666,0,0,0,17,0.2654198582492959,0,0
0,0.21666666666666667,0,0,0,17,0.2483347818938673,0,0
0,0.2833333333333333,0,0,0,17,0.17343177760087133,0,0
0,0.4,0,0,0,17,0.18087116290262487,0,0
0,0.5333333333333333,0,0,0,17,0.17447196040853935,0,0
0,0.7166666666666667,0,0,0,17,0.15827398475728138,0,0
0,0.9666666666666667,0,0,0,17,0.15606535955133433,0,0
0,1.3166666666666667,0,0,0,17,0.1312996708690062,0,0
0,1.7666666666666666,0,0,0,17,0.1485561791625538,0,0
0,2.4166666666666665,0,0,0,17,0.1469047687608258,0,0
0,3.25,0,0,0,17,0.14968352329600515,0,0
0,4.416666666666667,0,0,0,17,0.1532993248655778,0,0
0,0.03333333333333333,0,0,0,18,1.4531933519783011,0,0
0,0.05,0,0,0,18,2.2926885283467886,0,0
0,0.06666666666666667,0,0,0,18,1.227601196308098,0,0
0,0.08333333333333333,0,0,0,18,0.5439586101385274,0,0
0,0.11666666666666667,0,0,0,18,0.37523587000481323,0,0
0,0.15,0,0,0,18,0.29469234242138587,0,0
0,0.2,0,0,0,18,0.2585913015434177,0,0
0,0.26666666666666666,0,0,0,18,0.17012764627084476,0,0
0,0.35,0,0,0,18,0.1709136997576174,0,0
0,0.45,0,0,0,18,0.17920740578998054,0,0
0,0.6,0,0,0,18,0.1711838426761734,0,0
0,0.8,0,0,0,18,0.1533236701460241,0,0
0,1.0666666666666667,0,0,0,18,0.15336008585883876,0,0
0,1.4166666666666667,0,0,0,18,0.14285857329973867,0,0
0,1.9166666666666667,0,0,0,18,0.16511204387966977,0,0
0,2.533333333333333,0,0,0,18,0.12721983662524922,0,0
0,3.3666666666666667,0,0,0,18,0.15826890352908268,0,0
0,4.516666666666667,0,0,0,18,0.15743970664976278,0,0
0,0.03333333333333333,0,0,0,19,1.4531933519783011,0,0
0,0.05,0,0,0,19,2.2926885283467886,0,0
0,0.06666666666666667,0,0,0,19,1.227601196308098,0,0
0,0.08333333333333333,0,0,0,19,0.6542574041957135,0,0
0,0.1,0,0,0,19,0.43200525107017435,0,0
0,0.13333333333333333,0,0,0,19,0.3072562843338838,0,0
0,0.18333333333333332,0,0,0,19,0.2691009877065438,0,0
0,0.23333333333333334,0,0,0,19,0.2090980473828655,0,0
0,0.3,0,0,0,19,0.16265783816032722,0,0
0,0.4,0,0,0,19,0.18400227086465837,0,0
0,0.5166666666666667,0,0,0,19,0.16438117647050254,0,0
0,0.6833333333333333,0,0,0,19,0.16865567700942286,0,0
0,0.9,0,0,0,19,0.1640985627066858,0,0
0,1.1666666666666667,0,0,0,19,0.10150748179979124,0,0
0,1.5333333333333334,0,0,0,19,0.16048162060111942,0,0
0,2.0166666666666666,0,0,0,19,0.16309218250470028,0,0
0,2.65,0,0,0,19,0.13464704898698432,0,0
0,3.466666666666667,0,0,0,19,0.1636456594419993,0,0
0,4.566666666666666,0,0,0,19,0.15805128185832387,0,0
0,0.03333333333333333,0,0,0,20,1.4531933519783011,0,0
0,0.05,0,0,0,20,2.2926885283467886,0,0
0,0.06666666666666667,0,0,0,20,1.227601196308098,0,0
0,0.08333333333333333,0,0,0,20,0.6542574041957135,0,0
0,0.1,0,0,0,20,0.43200525107017435,0,0
0,0.13333333333333333,0,0,0,20,0.3139909119891754,0,0
0,0.16666666666666666,0,0,0,20,0.2654198582492959,0,0
0,0.21666666666666667,0,0,0,20,0.2724069087153008,0,0
0,0.26666666666666666,0,0,0,20,0.17012764627084476,0,0
0,0.35,0,0,0,20,0.1709136997576174,0,0
0,0.45,0,0,0,20,0.18373858197119725,0,0
0,0.5833333333333334,0,0,0,20,0.16860430046377628,0,0
0,0.7666666666666667,0,0,0,20,0.1472636827708587,0,0
0,0.9833333333333333,0,0,0,20,0.1640394629157363,0,0
0,1.2666666666666666,0,0,0,20,0.10848311497743196,0,0
0,1.65,0,0,0,20,0.1715467369965594,0,0
0,2.1333333333333333,0,0,0,20,0.13196687874114713,0,0
0,2.75,0,0,0,20,0.1534908862030417,0,0
0,3.566666666666667,0,0,0,20,0.1561291421134497,0,0
0,4.616666666666666,0,0,0,20,0.15603603950377465,0,0
0,0.03333333333333333,0,0,0,21,1.4531933519783011,0,0
0,0.05,0,0,0,21,2.2926885283467886,0,0
0,0.06666666666666667,0,0,0,21,1.227601196308098,0,0
0,0.08333333333333333,0,0,0,21,0.6542574041957135,0,0
0,0.1,0,0,0,21,0.46735854731679854,0,0
0,0.11666666666666667,0,0,0,21,0.37523587000481323,0,0
0,0.15,0,0,0,21,0.29469234242138587,0,0
0,0.2,0,0,0,21,0.25113598224367034,0,0
0,0.25,0,0,0,21,0.1987955566502303,0,0
0,0.31666666666666665,0,0,0,21,0.16480166500173876,0,0
0,0.4,0,0,0,21,0.18400227086465837,0,0
0,0.5166666666666667,0,0,0,21,0.16344958005666568,0,0
0,0.65,0,0,0,21,0.17252200662827516,0,0
0,0.8333333333333334,0,0,0,21,0.15951198215681664,0,0
0,1.0666666666666667,0,0,0,21,0.15827307904749802,0,0
0,1.3666666666666667,0,0,0,21,0.116881886625379,0,0
0,1.75,0,0,0,21,0.14703732577563683,0,0
0,2.25,0,0,0,21,0.1453724043684563,0,0
0,2.8666666666666667,0,0,0,21,0.15119991975475197,0,0
0,3.65,0,0,0,21,0.16748119080405985,0,0
0,4.683333333333334,0,0,0,21,0.15518251624537246,0,0
0,0.03333333333333333,0,0,0,22,1.4531933519783011,0,0
0,0.05,0,0,0,22,2.2926885283467886,0,0
0,0.06666666666666667,0,0,0,22,1.227601196308098,0,0
0,0.08333333333333333,0,0,0,22,0.6542574041957135,0,0
0,0.1,0,0,0,22,0.46735854731679854,0,0
0,0.11666666666666667,0,0,0,22,0.37523587000481323,0,0
0,0.15,0,0,0,22,0.30084085826397844,0,0
0,0.18333333333333332,0,0,0,22,0.2691009877065438,0,0
0,0.23333333333333334,0,0,0,22,0.22438035369530784,0,0
0,0.2833333333333333,0,0,0,22,0.17299030801780255,0,0
0,0.36666666666666664,0,0,0,22,0.178600000491425,0,0
0,0.45,0,0,0,22,0.1842353730304576,0,0
0,0.5666666666666667,0,0,0,22,0.16909230472955977,0,0
0,0.7166666666666667,0,0,0,22,0.15987485270597548,0,0
0,0.9166666666666666,0,0,0,22,0.16159410771522686,0,0
0,1.15,0,0,0,22,0.091718842818741,0,0
0,1.4666666666666666,0,0,0,22,0.16125955395397432,0,0
0,1.85,0,0,0,22,0.14551845402985983,0,0
0,2.35,0,0,0,22,0.14360563175925586,0,0
0,2.966666666666667,0,0,0,22,0.15120142106375503,0,0
0,3.7333333333333334,0,0,0,22,0.1607802203885493,0,0
0,4.733333333333333,0,0,0,22,0.16237346050411147,0,0
0,0.03333333333333333,0,0,0,23,1.4531933519783011,0,0
0,0.05,0,0,0,23,2.2926885283467886,0,0
0,0.06666666666666667,0,0,0,23,1.227601196308098,0,0
0,0.08333333333333333,0,0,0,23,0.5439586101385274,0,0
0,0.11666666666666667,0,0,0,23,0.41251255320935415,0,0
0,0.13333333333333333,0,0,0,23,0.3139909119891754,0,0
0,0.16666666666666666,0,0,0,23,0.2654198582492959,0,0
0,0.21666666666666667,0,0,0,23,0.2724069087153008,0,0
0,0.26666666666666666,0,0,0,23,0.17064895635525967,0,0
0,0.3333333333333333,0,0,0,23,0.1611600236132911,0,0
0,0.4,0,0,0,23,0.18499890007829792,0,0
0,0.5,0,0,0,23,0.15794216763223742,0,0
0,0.6333333333333333,0,0,0,23,0.18617920774811855,0,0
0,0.8,0,0,0,23,0.15622383490627187,0,0
0,1.0,0,0,0,23,0.1654313406904746,0,0
0,1.2333333333333334,0,0,0,23,0.08418487954767552,0,0
0,1.55,0,0,0,23,0.16301092642290801,0,0
0,1.9666666666666666,0,0,0,23,0.1369166494950271,0,0
0,2.433333333333333,0,0,0,23,0.15042131857284885,0,0
0,3.05,0,0,0,23,0.13055212390819532,0,0
0,3.816666666666667,0,0,0,23,0.1549016480497162,0,0
0,4.783333333333333,0,0,0,23,0.1582789591133701,0,0
0,0.03333333333333333,0,0,0,24,1.4531933519783011,0,0
0,0.05,0,0,0,24,2.2926885283467886,0,0
0,0.06666666666666667,0,0,0,24,1.227601196308098,0,0
0,0.08333333333333333,0,0,0,24,0.6542574041957135,0,0
0,0.1,0,0,0,24,0.43200525107017435,0,0
0,0.13333333333333333,0,0,0,24,0.3139909119891754,0,0
0,0.16666666666666666,0,0,0,24,0.28848792036619886,0,0
0,0.2,0,0,0,24,0.25113598224367034,0,0
0,0.25,0,0,0,24,0.21366836814769716,0,0
0,0.3,0,0,0,24,0.15587888682992887,0,0
0,0.36666666666666664,0,0,0,24,0.178600000491425,0,0
0,0.45,0,0,0,24,0.1842353730304576,0,0
0,0.5666666666666667,0,0,0,24,0.17084250521720948,0,0
0,0.7,0,0,0,24,0.1613867702541843,0,0
0,0.8666666666666667,0,0,0,24,0.16045034028455057,0,0
0,1.0666666666666667,0,0,0,24,0.1596696057098526,0,0
0,1.3333333333333333,0,0,0,24,0.1061290078535086,0,0
0,1.65,0,0,0,24,0.17454179116028432,0,0
0,2.033333333333333,0,0,0,24,0.16453038918121124,0,0
0,2.533333333333333,0,0,0,24,0.13395636703164096,0,0
0,3.1333333333333333,0,0,0,24,0.132664697230326,0,0
0,3.9,0,0,0,24,0.1684659461853957,0,0
0,4.85,0,0,0,24,0.16034414620571677,0,0
0,0.03333333333333333,0,0,0,25,1.4531933519783011,0,0
0,0.05,0,0,0,25,2.2926885283467886,0,0
0,0.06666666666666667,0,0,0,25,1.227601196308098,0,0
0,0.08333333333333333,0,0,0,25,0.6542574041957135,0,0
0,0.1,0,0,0,25,0.46735854731679854,0,0
0,0.11666666666666667,0,0,0,25,0.37523587000481323,0,0
0,0.15,0,0,0,25,0.30084085826397844,0,0
0,0.18333333333333332,0,0,0,25,0.2551449518913832,0,0
0,0.21666666666666667,0,0,0,25,0.2724069087153008,0,0
0,0.26666666666666666,0,0,0,25,0.17064895635525967,0,0
0,0.3333333333333333,0,0,0,25,0.16405955502646577,0,0
0,0.4166666666666667,0,0,0,25,0.1897754873769905,0,0
0,0.5,0,0,0,25,0.1672094727794483,0,0
0,0.6166666666666667,0,0,0,25,0.17617440338615362,0,0
0,0.7666666666666667,0,0,0,25,0.14979712378085952,0,0
0,0.9333333333333333,0,0,0,25,0.1551688932860927,0,0
0,1.15,0,0,0,25,0.10640811675363573,0,0
0,1.4,0,0,0,25,0.10953175816456838,0,0
0,1.75,0,0,0,25,0.1700664302296298,0,0
0,2.1333333333333333,0,0,0,25,0.1579880973856699,0,0
0,2.6333333333333333,0,0,0,25,0.13700654600329842,0,0
0,3.2333333333333334,0,0,0,25,0.14028914645447285,0,0
0,3.966666666666667,0,0,0,25,0.16812624496803746,0,0
0,4.866666666666666,0,0,0,25,0.16005439257556772,0,0
0,0.03333333333333333,0,0,0,26,1.4531933519783011,0,0
0,0.05,0,0,0,26,2.2926885283467886,0,0
0,0.06666666666666667,0,0,0,26,1.227601196308098,0,0
0,0.08333333333333333,0,0,0,26,0.6542574041957135,0,0
0,0.1,0,0,0,26,0.46735854731679854,0,0
0,0.11666666666666667,0,0,0,26,0.37523587000481323,0,0
0,0.15,0,0,0,26,0.3062144403536457,0,0
0,0.16666666666666666,0,0,0,26,0.2654198582492959,0,0
0,0.21666666666666667,0,0,0,26,0.2709632117100972,0,0
0,0.25,0,0,0,26,0.21366836814769716,0,0
0,0.3,0,0,0,26,0.15587888682992887,0,0
0,0.36666666666666664,0,0,0,26,0.178600000491425,0,0
0,0.45,0,0,0,26,0.18338162723666332,0,0
0,0.55,0,0,0,26,0.1628918503878233,0,0
0,0.6666666666666666,0,0,0,26,0.17821985406652963,0,0
0,0.8166666666666667,0,0,0,26,0.1617628184876456,0,0
0,1.0,0,0,0,26,0.1649239304850626,0,0
0,1.2166666666666666,0,0,0,26,0.08058236674057487,0,0
0,1.4833333333333334,0,0,0,26,0.15581669547532137,0,0
0,1.8166666666666667,0,0,0,26,0.14617238271051675,0,0
0,2.216666666666667,0,0,0,26,0.16381233809337503,0,0
0,2.7,0,0,0,26,0.14167833748166647,0,0
0,3.3,0,0,0,26,0.1425680575825037,0,0
0,4.016666666666667,0,0,0,26,0.1749742046350606,0,0
0,4.916666666666667,0,0,0,26,0.1605063512186261,0,0
0,0.03333333333333333,0,0,0,27,1.4531933519783011,0,0
0,0.05,0,0,0,27,2.2926885283467886,0,0
0,0.06666666666666667,0,0,0,27,1.227601196308098,0,0
0,0.08333333333333333,0,0,0,27,0.6542574041957135,0,0
0,0.1,0,0,0,27,0.46735854731679854,0,0
0,0.11666666666666667,0,0,0,27,0.41251255320935415,0,0
0,0.13333333333333333,0,0,0,27,0.3139909119891754,0,0
0,0.16666666666666666,0,0,0,27,0.28848792036619886,0,0
0,0.2,0,0,0,27,0.26143876609900807,0,0
0,0.23333333333333334,0,0,0,27,0.22438035369530784,0,0
0,0.2833333333333333,0,0,0,27,0.18158852164748773,0,0
0,0.35,0,0,0,27,0.16589363793143214,0,0
0,0.4166666666666667,0,0,0,27,0.1897754873769905,0,0
0,0.5,0,0,0,27,0.17161291720764923,0,0
0,0.6,0,0,0,27,0.16615951891503739,0,0
0,0.7333333333333333,0,0,0,27,0.15255909710338936,0,0
0,0.8833333333333333,0,0,0,27,0.15947839341108586,0,0
0,1.0666666666666667,0,0,0,27,0.15892827470307944,0,0
0,1.3,0,0,0,27,0.11035375386799351,0,0
0,1.5833333333333333,0,0,0,27,0.17529430241158356,0,0
0,1.9166666666666667,0,0,0,27,0.1369110105121406,0,0
0,2.3,0,0,0,27,0.1449100536673147,0,0
0,2.8,0,0,0,27,0.14324402821309395,0,0
0,3.3666666666666667,0,0,0,27,0.14868259107038678,0,0
0,4.083333333333333,0,0,0,27,0.1926379930122902,0,0
0,4.95,0,0,0,27,0.1582817950962771,0,0
0,0.03333333333333333,0,0,0,28,1.4531933519783011,0,0
0,0.05,0,0,0,28,2.2926885283467886,0,0
0,0.06666666666666667,0,0,0,28,1.227601196308098,0,0
0,0.08333333333333333,0,0,0,28,0.6542574041957135,0,0
0,0.1,0,0,0,28,0.46735854731679854,0,0
0,0.11666666666666667,0,0,0,28,0.41251255320935415,0,0
0,0.13333333333333333,0,0,0,28,0.3248515847833633,0,0
0,0.15,0,0,0,28,0.30084085826397844,0,0
0,0.18333333333333332,0,0,0,28,0.2551449518913832,0,0
0,0.21666666666666667,0,0,0,28,0.2724069087153008,0,0
0,0.26666666666666666,0,0,0,28,0.17480022133134485,0,0
0,0.31666666666666665,0,0,0,28,0.15777079016954096,0,0
0,0.38333333333333336,0,0,0,28,0.1874059315100828,0,0
0,0.45,0,0,0,28,0.18338162723666332,0,0
0,0.55,0,0,0,28,0.15814281193380644,0,0
0,0.65,0,0,0,28,0.18593654499923123,0,0
0,0.7833333333333333,0,0,0,28,0.1493095439823477,0,0
0,0.95,0,0,0,28,0.17306904170024773,0,0
0,1.1333333333333333,0,0,0,28,0.13530327211590681,0,0
0,1.3666666666666667,0,0,0,28,0.11088378051624079,0,0
0,1.65,0,0,0,28,0.16830295649736152,0,0
0,1.9833333333333334,0,0,0,28,0.14663065466790046,0,0
0,2.3833333333333333,0,0,0,28,0.11465397908308439,0,0
0,2.8666666666666667,0,0,0,28,0.14239487524563071,0,0
0,3.433333333333333,0,0,0,28,0.15924301936470564,0,0
0,4.133333333333334,0,0,0,28,0.1911642260862628,0,0
0,4.983333333333333,0,0,0,28,0.15948590114682135,0,0
0,0.03333333333333333,0,0,0,29,1.4531933519783011,0,0
0,0.05,0,0,0,29,2.2926885283467886,0,0
0,0.06666666666666667,0,0,0,29,1.227601196308098,0,0
0,0.08333333333333333,0,0,0,29,0.6542574041957135,0,0
0,0.1,0,0,0,29,0.43200525107017435,0,0
0,0.13333333333333333,0,0,0,29,0.3248515847833633,0,0
0,0.15,0,0,0,29,0.30084085826397844,0,0
0,0.18333333333333332,0,0,0,29,0.27934112872052386,0,0
0,0.2,0,0,0,29,0.25113598224367034,0,0
0,0.25,0,0,0,29,0.21366836814769716,0,0
0,0.3,0,0,0,29,0.1654498489174745,0,0
0,0.35,0,0,0,29,0.16589363793143214,0,0
0,0.4166666666666667,0,0,0,29,0.1897754873769905,0,0
0,0.5,0,0,0,29,0.17161291720764923,0,0
0,0.6,0,0,0,29,0.1691871323377921,0,0
0,0.7,0,0,0,29,0.15960467953202717,0,0
0,0.85,0,0,0,29,0.1676003161477399,0,0
0,1.0,0,0,0,29,0.1665104356333828,0,0
0,1.2,0,0,0,29,0.09212935834519695,0,0
0,1.4333333333333333,0,0,0,29,0.11457060296758496,0,0
0,1.7166666666666666,0,0,0,29,0.17644815375924644,0,0
0,2.05,0,0,0,29,0.1616031303156862,0,0
0,2.466666666666667,0,0,0,29,0.11036716173821438,0,0
0,2.933333333333333,0,0,0,29,0.1425892488676987,0,0
0,3.5166666666666666,0,0,0,29,0.1653770257141745,0,0
0,4.183333333333334,0,0,0,29,0.1800535300898396,0,0
0,5.016666666666667,0,0,0,29,0.16076561894546493,0,0
