A,i,K,N,TND,S,thresh,T,cohs
0,0.2,0,0,0,21,0.08826319673331603,0,0
0,0.25,0,0,0,21,0.0933658790140509,0,0
0,0.31666666666666665,0,0,0,21,0.08999571954972033,0,0
0,0.4,0,0,0,21,0.08372805520358215,0,0
0,0.5166666666666667,0,0,0,21,0.06783270970933612,0,0
0,0.65,0,0,0,21,0.06717409099359459,0,0
0,0.8333333333333334,0,0,0,21,0.057259418283178654,0,0
0,1.0666666666666667,0,0,0,21,0.05322568712639648,0,0
0,1.3666666666666667,0,0,0,21,0.0662731754314762,0,0
0,1.75,0,0,0,21,0.03196864520769834,0,0
0,2.25,0,0,0,21,0.07244369620736463,0,0
0,2.8666666666666667,0,0,0,21,0.05452590628473014,0,0
0,3.65,0,0,0,21,0.043233476543065114,0,0
0,4.683333333333334,0,0,0,21,0.03230228737515624,0,0
0,0.03333333333333333,0,0,0,22,1.6974749462184358,0,0
0,0.05,0,0,0,22,0.5593667629140747,0,0
0,0.06666666666666667,0,0,0,22,0.2751991033488881,0,0
0,0.08333333333333333,0,0,0,22,0.17344531376229233,0,0
0,0.1,0,0,0,22,0.18174151419529855,0,0
0,0.11666666666666667,0,0,0,22,0.15450507233487337,0,0
0,0.15,0,0,0,22,0.1127984230631524,0,0
0,0.18333333333333332,0,0,0,22,0.09348573922290697,0,0
0,0.23333333333333334,0,0,0,22,0.08631345192350408,0,0
0,0.2833333333333333,0,0,0,22,0.09320351464873781,0,0
0,0.36666666666666664,0,0,0,22,0.08633091006194948,0,0
0,0.45,0,0,0,22,0.07786036207853037,0,0
0,0.5666666666666667,0,0,0,22,0.06742726427035366,0,0
0,0.7166666666666667,0,0,0,22,0.06385879394707934,0,0
0,0.9166666666666666,0,0,0,22,0.05328085531449648,0,0
0,1.15,0,0,0,22,0.05945105731467883,0,0
0,1.4666666666666666,0,0,0,22,0.06222831292151205,0,0
0,1.85,0,0,0,22,0.0429732396681846,0,0
0,2.35,0,0,0,22,0.07431179908494617,0,0
0,2.966666666666667,0,0,0,22,0.04334267126196188,0,0
0,3.7333333333333334,0,0,0,22,0.04257123488528785,0,0
0,4.733333333333333,0,0,0,22,0.03340405243433502,0,0
0,0.03333333333333333,0,0,0,23,1.6974749462184358,0,0
0,0.05,0,0,0,23,0.5593667629140747,0,0
0,0.06666666666666667,0,0,0,23,0.2751991033488881,0,0
0,0.08333333333333333,0,0,0,23,0.1817129585030672,0,0
0,0.11666666666666667,0,0,0,23,0.14377031638416488,0,0
0,0.13333333333333333,0,0,0,23,0.1467618108346782,0,0
0,0.16666666666666666,0,0,0,23,0.0976046360101267,0,0
0,0.21666666666666667,0,0,0,23,0.08970731263528699,0,0
0,0.26666666666666666,0,0,0,23,0.09141481193944366,0,0
0,0.3333333333333333,0,0,0,23,0.08535602382391276,0,0
0,0.4,0,0,0,23,0.08534399595481915,0,0
0,0.5,0,0,0,23,0.07087311478526659,0,0
0,0.6333333333333333,0,0,0,23,0.06928706829391629,0,0
0,0.8,0,0,0,23,0.055458667752608166,0,0
0,1.0,0,0,0,23,0.054922278768544684,0,0
0,1.2333333333333334,0,0,0,23,0.0653456478977786,0,0
0,1.55,0,0,0,23,0.04707772668066023,0,0
0,1.9666666666666666,0,0,0,23,0.047392929210838555,0,0
0,2.433333333333333,0,0,0,23,0.0742319805618699,0,0
0,3.05,0,0,0,23,0.04037335860855727,0,0
0,3.816666666666667,0,0,0,23,0.04749735459024415,0,0
0,4.783333333333333,0,0,0,23,0.03379499274466977,0,0
0,0.03333333333333333,0,0,0,24,1.6974749462184358,0,0
0,0.05,0,0,0,24,0.5593667629140747,0,0
0,0.06666666666666667,0,0,0,24,0.2751991033488881,0,0
0,0.08333333333333333,0,0,0,24,0.17344531376229233,0,0
0,0.1,0,0,0,24,0.16250022108135326,0,0
0,0.13333333333333333,0,0,0,24,0.1467618108346782,0,0
0,0.16666666666666666,0,0,0,24,0.09944660292041171,0,0
0,0.2,0,0,0,24,0.08826319673331603,0,0
0,0.25,0,0,0,24,0.08905780388413644,0,0
0,0.3,0,0,0,24,0.09163907632168945,0,0
0,0.36666666666666664,0,0,0,24,0.08633091006194948,0,0
0,0.45,0,0,0,24,0.07786036207853037,0,0
0,0.5666666666666667,0,0,0,24,0.06425133039333418,0,0
0,0.7,0,0,0,24,0.07280790954040534,0,0
0,0.8666666666666667,0,0,0,24,0.055399329930574955,0,0
0,1.0666666666666667,0,0,0,24,0.05460712312382059,0,0
0,1.3333333333333333,0,0,0,24,0.059327431703390686,0,0
0,1.65,0,0,0,24,0.04161027252365708,0,0
0,2.033333333333333,0,0,0,24,0.053329722652304706,0,0
0,2.533333333333333,0,0,0,24,0.07580835143820427,0,0
0,3.1333333333333333,0,0,0,24,0.041167332842608324,0,0
0,3.9,0,0,0,24,0.04808952617919642,0,0
0,4.85,0,0,0,24,0.03386244401166193,0,0
0,0.03333333333333333,0,0,0,25,1.6974749462184358,0,0
0,0.05,0,0,0,25,0.5593667629140747,0,0
0,0.06666666666666667,0,0,0,25,0.2751991033488881,0,0
0,0.08333333333333333,0,0,0,25,0.17344531376229233,0,0
0,0.1,0,0,0,25,0.18174151419529855,0,0
0,0.11666666666666667,0,0,0,25,0.15450507233487337,0,0
0,0.15,0,0,0,25,0.1127984230631524,0,0
0,0.18333333333333332,0,0,0,25,0.0920066792587687,0,0
0,0.21666666666666667,0,0,0,25,0.08970731263528699,0,0
0,0.26666666666666666,0,0,0,25,0.09141481193944366,0,0
0,0.3333333333333333,0,0,0,25,0.09038641413338391,0,0
0,0.4166666666666667,0,0,0,25,0.07674988637898349,0,0
0,0.5,0,0,0,25,0.06909384003973731,0,0
0,0.6166666666666667,0,0,0,25,0.0735225717859776,0,0
0,0.7666666666666667,0,0,0,25,0.05826645826365904,0,0
0,0.9333333333333333,0,0,0,25,0.053000480448962474,0,0
0,1.15,0,0,0,25,0.056764633473185874,0,0
0,1.4,0,0,0,25,0.06996391677064175,0,0
0,1.75,0,0,0,25,0.03197140263022961,0,0
0,2.1333333333333333,0,0,0,25,0.0665396268153424,0,0
0,2.6333333333333333,0,0,0,25,0.07456485609633426,0,0
0,3.2333333333333334,0,0,0,25,0.03900713751324375,0,0
0,3.966666666666667,0,0,0,25,0.04824115048692332,0,0
0,4.866666666666666,0,0,0,25,0.033804482067086854,0,0
0,0.03333333333333333,0,0,0,26,1.6974749462184358,0,0
0,0.05,0,0,0,26,0.5593667629140747,0,0
0,0.06666666666666667,0,0,0,26,0.2751991033488881,0,0
0,0.08333333333333333,0,0,0,26,0.17344531376229233,0,0
0,0.1,0,0,0,26,0.18174151419529855,0,0
0,0.11666666666666667,0,0,0,26,0.15450507233487337,0,0
0,0.15,0,0,0,26,0.12243520673791969,0,0
0,0.16666666666666666,0,0,0,26,0.0976046360101267,0,0
0,0.21666666666666667,0,0,0,26,0.0851496297665991,0,0
0,0.25,0,0,0,26,0.08905780388413644,0,0
0,0.3,0,0,0,26,0.09163907632168945,0,0
0,0.36666666666666664,0,0,0,26,0.08633091006194948,0,0
0,0.45,0,0,0,26,0.08091224866876681,0,0
0,0.55,0,0,0,26,0.06358493967316063,0,0
0,0.6666666666666666,0,0,0,26,0.06880876847139175,0,0
0,0.8166666666666667,0,0,0,26,0.055896456839705844,0,0
0,1.0,0,0,0,26,0.05543963309948039,0,0
0,1.2166666666666666,0,0,0,26,0.06035212840810294,0,0
0,1.4833333333333334,0,0,0,26,0.07942681747513819,0,0
0,1.8166666666666667,0,0,0,26,0.014787414434043548,0,0
0,2.216666666666667,0,0,0,26,0.0699984368135771,0,0
0,2.7,0,0,0,26,0.07247049251743863,0,0
0,3.3,0,0,0,26,0.03495977143572091,0,0
0,4.016666666666667,0,0,0,26,0.04912904945653724,0,0
0,4.916666666666667,0,0,0,26,0.030648806898635805,0,0
0,0.03333333333333333,0,0,0,27,1.6974749462184358,0,0
0,0.05,0,0,0,27,0.5593667629140747,0,0
0,0.06666666666666667,0,0,0,27,0.2751991033488881,0,0
0,0.08333333333333333,0,0,0,27,0.17344531376229233,0,0
0,0.1,0,0,0,27,0.18174151419529855,0,0
0,0.11666666666666667,0,0,0,27,0.14377031638416488,0,0
0,0.13333333333333333,0,0,0,27,0.1467618108346782,0,0
0,0.16666666666666666,0,0,0,27,0.09944660292041171,0,0
0,0.2,0,0,0,27,0.0937078674946286,0,0
0,0.23333333333333334,0,0,0,27,0.08631345192350408,0,0
0,0.2833333333333333,0,0,0,27,0.09942947835599042,0,0
0,0.35,0,0,0,27,0.08575694417811756,0,0
0,0.4166666666666667,0,0,0,27,0.07674988637898349,0,0
0,0.5,0,0,0,27,0.07030510322821905,0,0
0,0.6,0,0,0,27,0.07058198072569448,0,0
0,0.7333333333333333,0,0,0,27,0.06391909397396989,0,0
0,0.8833333333333333,0,0,0,27,0.05737880551836145,0,0
0,1.0666666666666667,0,0,0,27,0.05291899375603274,0,0
0,1.3,0,0,0,27,0.062377998016141786,0,0
0,1.5833333333333333,0,0,0,27,0.048134278779385795,0,0
0,1.9166666666666667,0,0,0,27,0.022004039552170014,0,0
0,2.3,0,0,0,27,0.07225558102174866,0,0
0,2.8,0,0,0,27,0.06916449263530744,0,0
0,3.3666666666666667,0,0,0,27,0.03548852844223018,0,0
0,4.083333333333333,0,0,0,27,0.05397812865474295,0,0
0,4.95,0,0,0,27,0.02543392448783509,0,0
0,0.03333333333333333,0,0,0,28,1.6974749462184358,0,0
0,0.05,0,0,0,28,0.5593667629140747,0,0
0,0.06666666666666667,0,0,0,28,0.2751991033488881,0,0
0,0.08333333333333333,0,0,0,28,0.17344531376229233,0,0
0,0.1,0,0,0,28,0.18174151419529855,0,0
0,0.11666666666666667,0,0,0,28,0.14377031638416488,0,0
0,0.13333333333333333,0,0,0,28,0.1669933921237847,0,0
0,0.15,0,0,0,28,0.1127984230631524,0,0
0,0.18333333333333332,0,0,0,28,0.0920066792587687,0,0
0,0.21666666666666667,0,0,0,28,0.08970731263528699,0,0
0,0.26666666666666666,0,0,0,28,0.08474013759966555,0,0
0,0.31666666666666665,0,0,0,28,0.08820142163774701,0,0
0,0.38333333333333336,0,0,0,28,0.08993636627851051,0,0
0,0.45,0,0,0,28,0.08091224866876681,0,0
0,0.55,0,0,0,28,0.06356079741896996,0,0
0,0.65,0,0,0,28,0.0707276208223724,0,0
0,0.7833333333333333,0,0,0,28,0.059082901070891175,0,0
0,0.95,0,0,0,28,0.04954722745436613,0,0
0,1.1333333333333333,0,0,0,28,0.06176330702063237,0,0
0,1.3666666666666667,0,0,0,28,0.06487367914476089,0,0
0,1.65,0,0,0,28,0.051284880825902865,0,0
0,1.9833333333333334,0,0,0,28,0.04511032753639824,0,0
0,2.3833333333333333,0,0,0,28,0.06335880785963893,0,0
0,2.8666666666666667,0,0,0,28,0.06916449263530744,0,0
0,3.433333333333333,0,0,0,28,0.035329124984691755,0,0
0,4.133333333333334,0,0,0,28,0.055978629300254275,0,0
0,4.983333333333333,0,0,0,28,0.028487507713735538,0,0
0,0.03333333333333333,0,0,0,29,1.6974749462184358,0,0
0,0.05,0,0,0,29,0.5593667629140747,0,0
0,0.06666666666666667,0,0,0,29,0.2751991033488881,0,0
0,0.08333333333333333,0,0,0,29,0.17344531376229233,0,0
0,0.1,0,0,0,29,0.16250022108135326,0,0
0,0.13333333333333333,0,0,0,29,0.1669933921237847,0,0
0,0.15,0,0,0,29,0.1127984230631524,0,0
0,0.18333333333333332,0,0,0,29,0.09096719226605572,0,0
0,0.2,0,0,0,29,0.08826319673331603,0,0
0,0.25,0,0,0,29,0.08905780388413644,0,0
0,0.3,0,0,0,29,0.09969821148257185,0,0
0,0.35,0,0,0,29,0.08575694417811756,0,0
0,0.4166666666666667,0,0,0,29,0.07674988637898349,0,0
0,0.5,0,0,0,29,0.07030510322821905,0,0
0,0.6,0,0,0,29,0.06501294812638053,0,0
0,0.7,0,0,0,29,0.07045643523562903,0,0
0,0.85,0,0,0,29,0.05551975719860326,0,0
0,1.0,0,0,0,29,0.056522578271265084,0,0
0,1.2,0,0,0,29,0.05727152654272051,0,0
0,1.4333333333333333,0,0,0,29,0.0606540760280535,0,0
0,1.7166666666666666,0,0,0,29,0.041517740662338556,0,0
0,2.05,0,0,0,29,0.05489837327867797,0,0
0,2.466666666666667,0,0,0,29,0.07121321856302648,0,0
0,2.933333333333333,0,0,0,29,0.059694056697524,0,0
0,3.5166666666666666,0,0,0,29,0.03341686929642056,0,0
0,4.183333333333334,0,0,0,29,0.056214192473026545,0,0
0,5.016666666666667,0,0,0,29,0.030306717140773754,0,0
0,0.03333333333333333,0,0,0,10,2.0061375998499678,0,0
0,0.06666666666666667,0,0,0,10,nan,0,0
0,0.1,0,0,0,10,0.3765403597396087,0,0
0,0.16666666666666666,0,0,0,10,0.2679756567470715,0,0
0,0.26666666666666666,0,0,0,10,0.16959069371869454,0,0
0,0.45,0,0,0,10,0.1771035982588647,0,0
0,0.7666666666666667,0,0,0,10,0.15176310937471632,0,0
0,1.2666666666666666,0,0,0,10,0.13935611076427742,0,0
0,2.1333333333333333,0,0,0,10,0.14406646427783718,0,0
0,3.566666666666667,0,0,0,10,0.15490034563422997,0,0
0,0.03333333333333333,0,0,0,11,2.0061375998499678,0,0
0,0.06666666666666667,0,0,0,11,nan,0,0
0,0.1,0,0,0,11,0.40135461847990833,0,0
0,0.15,0,0,0,11,0.2802893294245762,0,0
0,0.23333333333333334,0,0,0,11,0.177937195915964,0,0
0,0.36666666666666664,0,0,0,11,0.18154288430426177,0,0
0,0.5666666666666667,0,0,0,11,0.1654864216995439,0,0
0,0.9166666666666666,0,0,0,11,0.15432450842171697,0,0
0,1.4666666666666666,0,0,0,11,0.15401185668901932,0,0
0,2.35,0,0,0,11,0.14860858031355303,0,0
0,3.7333333333333334,0,0,0,11,0.15868064430192322,0,0
0,0.03333333333333333,0,0,0,12,2.0061375998499678,0,0
0,0.06666666666666667,0,0,0,12,1.227601196308098,0,0
0,0.08333333333333333,0,0,0,12,0.4920838487548538,0,0
0,0.13333333333333333,0,0,0,12,0.3011969607165573,0,0
0,0.2,0,0,0,12,0.23270160853451063,0,0
0,0.3,0,0,0,12,0.16752115744916773,0,0
0,0.45,0,0,0,12,0.17756792616154493,0,0
0,0.7,0,0,0,12,0.16066292498219717,0,0
0,1.0666666666666667,0,0,0,12,0.14754710099159568,0,0
0,1.65,0,0,0,12,0.17197886539229773,0,0
0,2.533333333333333,0,0,0,12,0.13366898969560215,0,0
0,3.9,0,0,0,12,0.16311994286178946,0,0
0,0.03333333333333333,0,0,0,13,1.4531933519783011,0,0
0,0.05,0,0,0,13,1.6546922703409512,0,0
0,0.08333333333333333,0,0,0,13,0.5439586101385274,0,0
0,0.11666666666666667,0,0,0,13,0.35233625824646814,0,0
0,0.16666666666666666,0,0,0,13,0.2672668825978077,0,0
0,0.25,0,0,0,13,0.17264816849856768,0,0
0,0.36666666666666664,0,0,0,13,0.18104420894549358,0,0
0,0.55,0,0,0,13,0.17022374069464788,0,0
0,0.8166666666666667,0,0,0,13,0.15637223402909547,0,0
0,1.2166666666666666,0,0,0,13,0.11443061294288602,0,0
0,1.8166666666666667,0,0,0,13,0.16013488076106955,0,0
0,2.7,0,0,0,13,0.14282894355505954,0,0
0,4.016666666666667,0,0,0,13,0.1571717399031261,0,0
0,0.03333333333333333,0,0,0,14,1.4531933519783011,0,0
0,0.05,0,0,0,14,1.6546922703409512,0,0
0,0.08333333333333333,0,0,0,14,0.5439586101385274,0,0
0,0.11666666666666667,0,0,0,14,0.37523587000481323,0,0
0,0.15,0,0,0,14,0.2747537554455517,0,0
0,0.21666666666666667,0,0,0,14,0.22485255106719043,0,0
0,0.31666666666666665,0,0,0,14,0.1694615208249772,0,0
0,0.45,0,0,0,14,0.17244715973690497,0,0
0,0.65,0,0,0,14,0.17057362623464875,0,0
0,0.95,0,0,0,14,0.15694599608299262,0,0
0,1.3666666666666667,0,0,0,14,0.13282394217525242,0,0
0,1.9833333333333334,0,0,0,14,0.14583439010310412,0,0
0,2.8666666666666667,0,0,0,14,0.14594969799435986,0,0
0,4.133333333333334,0,0,0,14,0.15836228263700983,0,0
0,0.03333333333333333,0,0,0,15,1.4531933519783011,0,0
0,0.05,0,0,0,15,2.2926885283467886,0,0
0,0.06666666666666667,0,0,0,15,nan,0,0
0,0.1,0,0,0,15,0.43200525107017435,0,0
0,0.13333333333333333,0,0,0,15,0.3011969607165573,0,0
0,0.2,0,0,0,15,0.2585913015434177,0,0
0,0.26666666666666666,0,0,0,15,0.16143659751043218,0,0
0,0.38333333333333336,0,0,0,15,0.18396075496334605,0,0
0,0.5333333333333333,0,0,0,15,0.1762169544682636,0,0
0,0.7666666666666667,0,0,0,15,0.15250127477570813,0,0
0,1.0666666666666667,0,0,0,15,0.14463751401639924,0,0
0,1.5,0,0,0,15,0.16570391603697499,0,0
0,2.1333333333333333,0,0,0,15,0.15162783795474455,0,0
0,3.0166666666666666,0,0,0,15,0.13855669941506965,0,0
0,4.233333333333333,0,0,0,15,0.1573747042194495,0,0
0,0.03333333333333333,0,0,0,16,1.4531933519783011,0,0
0,0.05,0,0,0,16,2.2926885283467886,0,0
0,0.06666666666666667,0,0,0,16,nan,0,0
0,0.1,0,0,0,16,0.43200525107017435,0,0
0,0.13333333333333333,0,0,0,16,0.3072562843338838,0,0
0,0.18333333333333332,0,0,0,16,0.2603669029730778,0,0
