,subj,dotmode,di,dur,x,y,ntrials
0,ALL,2d,0,0,0.03,0.5992934070317397,17549.0
1,ALL,2d,0,0,0.06,0.6792269426496655,17489.0
2,ALL,2d,0,0,0.12,0.7791271777992168,17621.0
3,ALL,2d,0,0,0.25,0.8892583408476105,17744.0
4,ALL,2d,0,0,0.5,0.9446916719643992,17303.0
5,ALL,3d,0,0,0.03,0.5344574349333177,17021.0
6,ALL,3d,0,0,0.06,0.5958740758406869,16772.0
7,ALL,3d,0,0,0.12,0.6497148842080763,17186.0
8,ALL,3d,0,0,0.25,0.7513115237253168,16965.0
9,ALL,3d,0,0,0.5,0.8411116322701688,17056.0
