y,x,subj,dotmode
0.15801037693376352,583.3333333333334,ALL,3d
0.15156839258375154,833.3333333333334,ALL,3d
0.15797047090070857,833.3333333333334,ALL,3d
0.1497588310386484,833.3333333333334,ALL,3d
0.13406453790873413,833.3333333333334,ALL,3d
0.16580445839520672,833.3333333333334,ALL,3d
0.16620757116736612,833.3333333333334,ALL,3d
0.14703189905590094,833.3333333333334,ALL,3d
0.16139682090492777,833.3333333333334,ALL,3d
0.13615297138919874,833.3333333333334,ALL,3d
0.13358018642667785,833.3333333333334,ALL,3d
0.16191032823449233,833.3333333333334,ALL,3d
