lapse,loc,scale,thresh,dotmode,dur,di,subj,bi
0.16793565412133682,0.17172428154935446,0.09235318617242813,0.2746017849229496,3d,,,ALL,0
0.16491730136172353,0.16972190406774956,0.08822990420658057,0.2648193777858115,3d,,,ALL,1
0.15372356996835965,0.19115264473136195,0.10128696376509787,0.28780445213452677,3d,,,ALL,2
0.1721357876728674,0.1697096695821188,0.09243622448979585,0.2775360148173837,3d,,,ALL,3
0.1640248238198809,0.1809246147438568,0.09817159516867971,0.2857132024334323,3d,,,ALL,4
0.1746540421875758,0.16661842287935588,0.0881611828404831,0.27235635714099254,3d,,,ALL,5
0.16895883034642745,0.1726994082869117,0.09467133919894487,0.279347015076787,3d,,,ALL,6
0.17137798527407797,0.1680593734092277,0.08943634596695821,0.27152015874042745,3d,,,ALL,7
0.1820740227906764,0.16624798984219546,0.08436072161290811,0.2761735849788499,3d,,,ALL,8
0.15364895082214136,0.18402401777037353,0.08890693692442965,0.2687934600156951,3d,,,ALL,9
0.17370799774855206,0.16847806469526594,0.09258225739275305,0.27836327985030423,3d,,,ALL,10
