y,x,subj,dotmode
0.7122691466481594,33.333333333333336,ALL,2d
1.4296620778199163,33.333333333333336,ALL,2d
0.6981449370547819,33.333333333333336,ALL,2d
0.5644449392645043,33.333333333333336,ALL,2d
1.582593974265054,33.333333333333336,ALL,2d
0.766454588051874,33.333333333333336,ALL,2d
1.0522848682571428,33.333333333333336,ALL,2d
0.5432503092370727,33.333333333333336,ALL,2d
0.6814709540423248,33.333333333333336,ALL,2d
0.5920901171705591,33.333333333333336,ALL,2d
0.8742020471781127,33.333333333333336,ALL,2d
0.5413028038688275,50.0,ALL,2d
0.6837805055940704,50.0,ALL,2d
0.5818884094267844,50.0,ALL,2d
0.5790911985856415,50.0,ALL,2d
nan,50.0,ALL,2d
nan,50.0,ALL,2d
nan,50.0,ALL,2d
0.533529399615003,50.0,ALL,2d
0.4870315802498496,50.0,ALL,2d
nan,50.0,ALL,2d
0.46664870218287396,50.0,ALL,2d
0.23020803195316916,66.66666666666667,ALL,2d
0.21610555340203633,66.66666666666667,ALL,2d
0.2580332203479339,66.66666666666667,ALL,2d
0.25877807417235155,66.66666666666667,ALL,2d
0.20345145838295634,66.66666666666667,ALL,2d
0.23016649952994694,66.66666666666667,ALL,2d
0.22061159080570297,66.66666666666667,ALL,2d
0.19805722679422041,66.66666666666667,ALL,2d
0.20493459022708405,66.66666666666667,ALL,2d
0.2365879815246928,66.66666666666667,ALL,2d
0.2986513099417391,66.66666666666667,ALL,2d
0.16686754663842407,83.33333333333333,ALL,2d
0.11535893972373291,83.33333333333333,ALL,2d
0.13845238303064514,83.33333333333333,ALL,2d
0.16007724196234097,83.33333333333333,ALL,2d
0.11920281104089017,83.33333333333333,ALL,2d
0.15078123614434094,83.33333333333333,ALL,2d
0.15862098214768558,83.33333333333333,ALL,2d
0.1205286065854094,83.33333333333333,ALL,2d
0.18250493534863338,83.33333333333333,ALL,2d
0.14415726688574504,83.33333333333333,ALL,2d
0.14258655955892158,83.33333333333333,ALL,2d
0.1705654052727664,100.0,ALL,2d
0.09861753064103056,100.0,ALL,2d
0.19927483208200591,100.0,ALL,2d
0.16659738042231528,100.0,ALL,2d
0.1728756729599223,100.0,ALL,2d
0.1990992453646201,100.0,ALL,2d
0.17006267326594812,100.0,ALL,2d
0.18246078163683696,100.0,ALL,2d
0.1765185352351065,100.0,ALL,2d
0.16055936118102412,100.0,ALL,2d
0.16574005175752704,100.0,ALL,2d
0.14712977368679483,116.66666666666667,ALL,2d
0.125981259816585,116.66666666666667,ALL,2d
0.14953228449292322,116.66666666666667,ALL,2d
0.15460001501103793,116.66666666666667,ALL,2d
0.13947751698245078,116.66666666666667,ALL,2d
0.15699164466013624,116.66666666666667,ALL,2d
0.1333897745516715,116.66666666666667,ALL,2d
0.1429781407452111,116.66666666666667,ALL,2d
0.1367396663010715,116.66666666666667,ALL,2d
0.15052847259693677,116.66666666666667,ALL,2d
0.13926055716839644,116.66666666666667,ALL,2d
0.1037119271992221,150.0,ALL,2d
0.10158917981279804,150.0,ALL,2d
0.10667832584414899,150.0,ALL,2d
0.1105017536964011,150.0,ALL,2d
0.09201570031092371,150.0,ALL,2d
0.10685524355642012,150.0,ALL,2d
0.10478194994575064,150.0,ALL,2d
0.08628534331183971,150.0,ALL,2d
0.09480071605270025,150.0,ALL,2d
0.09937288011822666,150.0,ALL,2d
0.10955994546980151,150.0,ALL,2d
0.08746834194996023,200.0,ALL,2d
0.09465137427410383,200.0,ALL,2d
0.08692307625372293,200.0,ALL,2d
0.08710413103631577,200.0,ALL,2d
0.08759215702175362,200.0,ALL,2d
0.08771503212150433,200.0,ALL,2d
0.08789520285955858,200.0,ALL,2d
0.09045549259760538,200.0,ALL,2d
0.08507095642216077,200.0,ALL,2d
0.08626121671267784,200.0,ALL,2d
0.0847173190757895,200.0,ALL,2d
0.08592253802598995,300.0,ALL,2d
0.0821656018776491,300.0,ALL,2d
0.08896877531155757,300.0,ALL,2d
0.07705775205210846,300.0,ALL,2d
0.08987340182618726,300.0,ALL,2d
0.08278459157932333,300.0,ALL,2d
0.08850066332005077,300.0,ALL,2d
0.08606645650582623,300.0,ALL,2d
0.08821839121922444,300.0,ALL,2d
0.07677586715563915,300.0,ALL,2d
0.0905181407920679,300.0,ALL,2d
0.06826264981766675,416.6666666666667,ALL,2d
0.06927568791835802,416.6666666666667,ALL,2d
0.06872924879779951,416.6666666666667,ALL,2d
0.0651458606461996,416.6666666666667,ALL,2d
0.0743478911349426,416.6666666666667,ALL,2d
0.06530959599769497,416.6666666666667,ALL,2d
