di,dotmode,y,x,dur,subj,ntrials
1,3d,0.5366492146596858,0.03,0.03333333333333333,ALL,382.0
1,3d,0.468586387434555,0.06,0.03333333333333333,ALL,382.0
1,3d,0.49214659685863876,0.12,0.03333333333333333,ALL,382.0
1,3d,0.4895287958115183,0.25,0.03333333333333333,ALL,382.0
1,3d,0.5208333333333334,0.5,0.03333333333333333,ALL,288.0
2,3d,0.5186046511627908,0.03,0.05,ALL,430.0
2,3d,0.5651162790697675,0.06,0.05,ALL,430.0
2,3d,0.5488372093023256,0.12,0.05,ALL,430.0
2,3d,0.5077720207253886,0.25,0.05,ALL,386.0
2,3d,0.5854166666666667,0.5,0.05,ALL,480.0
3,3d,0.5,0.03,0.06666666666666667,ALL,394.0
3,3d,0.4872448979591837,0.06,0.06666666666666667,ALL,392.0
3,3d,0.5282051282051282,0.12,0.06666666666666667,ALL,390.0
3,3d,0.5259067357512953,0.25,0.06666666666666667,ALL,386.0
3,3d,0.625,0.5,0.06666666666666667,ALL,288.0
4,3d,0.5469798657718121,0.03,0.08333333333333333,ALL,298.0
4,3d,0.5182481751824818,0.06,0.08333333333333333,ALL,274.0
4,3d,0.5760869565217391,0.12,0.08333333333333333,ALL,276.0
4,3d,0.61875,0.25,0.08333333333333333,ALL,320.0
4,3d,0.6804878048780488,0.5,0.08333333333333333,ALL,410.0
5,3d,0.496551724137931,0.03,0.1,ALL,290.0
5,3d,0.49683544303797467,0.06,0.1,ALL,316.0
5,3d,0.5769230769230769,0.12,0.1,ALL,286.0
5,3d,0.6255707762557078,0.25,0.1,ALL,219.0
5,3d,0.75,0.5,0.1,ALL,176.0
6,3d,0.5257009345794392,0.03,0.11666666666666667,ALL,428.0
6,3d,0.589622641509434,0.06,0.11666666666666667,ALL,424.0
6,3d,0.6238938053097345,0.12,0.11666666666666667,ALL,452.0
6,3d,0.6779661016949152,0.25,0.11666666666666667,ALL,472.0
6,3d,0.7920560747663551,0.5,0.11666666666666667,ALL,428.0
7,3d,0.56875,0.03,0.15,ALL,480.0
7,3d,0.593607305936073,0.06,0.15,ALL,438.0
7,3d,0.6210045662100456,0.12,0.15,ALL,438.0
7,3d,0.735966735966736,0.25,0.15,ALL,481.0
7,3d,0.8350694444444444,0.5,0.15,ALL,576.0
8,3d,0.5143266475644699,0.03,0.2,ALL,698.0
8,3d,0.6129032258064516,0.06,0.2,ALL,744.0
8,3d,0.6598915989159891,0.12,0.2,ALL,738.0
8,3d,0.7870619946091644,0.25,0.2,ALL,742.0
8,3d,0.8810289389067524,0.5,0.2,ALL,622.0
9,3d,0.5482758620689655,0.03,0.3,ALL,580.0
9,3d,0.6111111111111112,0.06,0.3,ALL,576.0
9,3d,0.696917808219178,0.12,0.3,ALL,584.0
9,3d,0.8521256931608133,0.25,0.3,ALL,541.0
9,3d,0.9313380281690141,0.5,0.3,ALL,568.0
10,3d,0.532312925170068,0.03,0.4166666666666667,ALL,588.0
10,3d,0.608843537414966,0.06,0.4166666666666667,ALL,588.0
10,3d,0.6717687074829932,0.12,0.4166666666666667,ALL,588.0
10,3d,0.8285163776493256,0.25,0.4166666666666667,ALL,519.0
10,3d,0.9551724137931035,0.5,0.4166666666666667,ALL,580.0
11,3d,0.5663265306122449,0.03,0.5833333333333334,ALL,588.0
11,3d,0.6739864864864865,0.06,0.5833333333333334,ALL,592.0
11,3d,0.7128378378378378,0.12,0.5833333333333334,ALL,592.0
11,3d,0.8432203389830508,0.25,0.5833333333333334,ALL,708.0
11,3d,0.9594155844155844,0.5,0.5833333333333334,ALL,616.0
12,3d,0.5709459459459459,0.03,0.8333333333333334,ALL,592.0
12,3d,0.625,0.06,0.8333333333333334,ALL,592.0
12,3d,0.7212837837837838,0.12,0.8333333333333334,ALL,592.0
12,3d,0.858843537414966,0.25,0.8333333333333334,ALL,588.0
12,3d,0.9408450704225352,0.5,0.8333333333333334,ALL,710.0
