lapse,loc,scale,thresh,dotmode,dur,di,subj,bi
0.04361183599088306,0.6900179435310573,0.1160716963092478,0.7122691466481594,2d,0.03333333333333333,1,ALL,0
0.04382247319252076,1.3633209175707262,0.34423002629565685,1.4296620778199163,2d,0.03333333333333333,1,ALL,1
0.04375863573900376,0.6746470713491153,0.12212154289178598,0.6981449370547819,2d,0.03333333333333333,1,ALL,2
0.04349564638245115,0.5539795918367352,0.05475242770448026,0.5644449392645043,2d,0.03333333333333333,1,ALL,3
0.04370601952268008,1.5097775138195857,0.37893922718106043,1.582593974265054,2d,0.03333333333333333,1,ALL,4
0.044104978628480014,0.7282720932180519,0.19672117442593684,0.766454588051874,2d,0.03333333333333333,1,ALL,5
0.0438024768172373,1.0048373548460527,0.24631890404524198,1.0522848682571428,2d,0.03333333333333333,1,ALL,6
0.047907671192833394,0.5360805393586008,0.033702623906705566,0.5432503092370727,2d,0.03333333333333333,1,ALL,7
0.04421773531990293,0.6536835015590188,0.14276165028119892,0.6814709540423248,2d,0.03333333333333333,1,ALL,8
0.04399684089137758,0.57808152852978,0.07236984589754276,0.5920901171705591,2d,0.03333333333333333,1,ALL,9
0.04374513787322743,0.8400255849211121,0.17768006727955182,0.8742020471781127,2d,0.03333333333333333,1,ALL,10
0.05342511652837152,0.5032543731778423,0.15825983965014592,0.5413028038688275,2d,0.05,2,ALL,0
0.04739083261122971,0.6337257498673252,0.23814949455792625,0.6837805055940704,2d,0.05,2,ALL,1
0.04463281834544515,0.5431255423087611,0.19710459183673468,0.5818884094267844,2d,0.05,2,ALL,2
0.04559949483911716,0.5434432247468508,0.1770188040139525,0.5790911985856415,2d,0.05,2,ALL,3
0.28938512959728224,0.21635568513119538,0.05418992086630567,nan,2d,0.05,2,ALL,4
0.2913681025156355,0.24865472719700127,0.01332361516034984,nan,2d,0.05,2,ALL,5
0.2696006547595938,0.2414119117034569,0.015522698875468552,nan,2d,0.05,2,ALL,6
0.047177102858697285,0.5021532694710538,0.1500333194502291,0.533529399615003,2d,0.05,2,ALL,7
0.05782861312004092,0.44910453977509374,0.14416909620991256,0.4870315802498496,2d,0.05,2,ALL,8
0.2841103189586999,0.24845897542690554,0.01062057476051645,nan,2d,0.05,2,ALL,9
0.055564419097123285,0.43181721157850905,0.13857212272664168,0.46664870218287396,2d,0.05,2,ALL,10
0.11200651874942855,0.1890585086075247,0.0692456268221574,0.23020803195316916,2d,0.06666666666666667,3,ALL,0
0.12798880095124374,0.17473931760204314,0.05766549997975375,0.21610555340203633,2d,0.06666666666666667,3,ALL,1
0.0944961907251508,0.22863910870470647,0.06190962099125359,0.2580332203479339,2d,0.06666666666666667,3,ALL,2
0.06401370290470267,0.23230129807024857,0.08951270304039982,0.25877807417235155,2d,0.06666666666666667,3,ALL,3
0.1252409584921487,0.1657375399139248,0.05425864223240312,0.20345145838295634,2d,0.06666666666666667,3,ALL,4
