di,dotmode,y,x,dur,subj,ntrials
,2d,0.5813732928679818,0.03,,ALL,5272.0
,2d,0.6686267071320182,0.06,,ALL,5272.0
,2d,0.7776934749620638,0.12,,ALL,5272.0
,2d,0.8836765827612509,0.25,,ALL,5244.0
,2d,0.9390988927071401,0.5,,ALL,5238.0
